n_packets,FlowID,SourceAddress,DestinationAddress,TxBytes,RxBytes,TxPackets,RxPackets,start time, stop time, duration, Throughput_Mbps,OfferedLoad_Mbps
94,2,10.1.1.3,10.1.1.1,9789912,3915544,9306,3722,1.094219,100.671152,99.576933,0.314574,1.540096
94,3,10.1.1.2,10.1.1.3,39136,38728,953,943,1.043600,99.549028,98.505428,0.003145,1.540096
94,4,10.1.1.2,10.1.1.1,2256,2208,47,46,1.034214,97.985121,96.950907,0.000182,1.540096
94,5,10.1.1.3,10.1.1.2,1524,1014,49,32,1.055801,98.834392,97.778591,0.000083,1.540096
94,6,10.1.1.1,10.1.1.2,8496,8496,177,177,3.471658,99.279414,95.807756,0.000709,1.540096
95,1,10.1.1.2,10.1.1.1,9894060,9382788,9405,8919,1.011293,100.440067,99.428775,0.754935,1.556480
95,2,10.1.1.3,10.1.1.1,9894060,3733548,9405,3549,1.088138,100.963352,99.875214,0.299057,1.556480
95,3,10.1.1.2,10.1.1.3,45592,45384,1115,1110,1.031520,101.433438,100.401918,0.003616,1.556480
95,4,10.1.1.2,10.1.1.1,1824,1776,38,37,1.022074,101.429000,100.406926,0.000142,1.556480
95,5,10.1.1.3,10.1.1.2,1128,798,37,26,1.045961,94.841056,93.795095,0.000068,1.556480
95,6,10.1.1.1,10.1.1.2,9294,9198,194,192,3.582965,101.430354,97.847388,0.000752,1.556480
96,1,10.1.1.2,10.1.1.1,9998208,9472208,9504,9004,1.008401,100.314874,99.306473,0.763069,1.572864
96,2,10.1.1.3,10.1.1.1,9998208,3750380,9504,3565,1.080493,100.597908,99.517415,0.301485,1.572864
96,3,10.1.1.2,10.1.1.3,43192,42640,1056,1043,1.029599,100.095003,99.065405,0.003443,1.572864
96,4,10.1.1.2,10.1.1.1,1872,1632,39,34,1.019073,98.558658,97.539586,0.000134,1.572864
96,5,10.1.1.3,10.1.1.2,1128,858,37,28,1.049993,98.249224,97.199231,0.000071,1.572864
96,6,10.1.1.1,10.1.1.2,8832,8832,184,184,3.205348,99.808741,96.603392,0.000731,1.572864
97,1,10.1.1.2,10.1.1.1,10103408,9602656,9604,9128,1.007362,100.425361,99.417999,0.772710,1.589248
97,2,10.1.1.3,10.1.1.1,10102356,3691468,9603,3509,1.091061,100.931153,99.840092,0.295790,1.589248
97,3,10.1.1.2,10.1.1.3,42920,42760,1047,1043,1.041619,100.436808,99.395189,0.003442,1.589248
97,4,10.1.1.2,10.1.1.1,1536,1536,32,32,1.030944,98.983369,97.952425,0.000125,1.589248
97,5,10.1.1.3,10.1.1.2,1104,834,35,26,1.056860,98.981703,97.924843,0.000068,1.589248
97,6,10.1.1.1,10.1.1.2,10368,10368,216,216,2.839844,100.111325,97.271481,0.000853,1.589248
98,1,10.1.1.2,10.1.1.1,10206504,9658412,9702,9181,1.010302,100.403695,99.393393,0.777389,1.605632
98,2,10.1.1.3,10.1.1.1,10206504,3450560,9702,3280,1.087414,100.634993,99.547579,0.277299,1.605632
98,3,10.1.1.2,10.1.1.3,46240,45568,1132,1116,1.030769,99.667217,98.636448,0.003696,1.605632
98,4,10.1.1.2,10.1.1.1,1584,1296,33,27,1.021063,97.975086,96.954023,0.000107,1.605632
98,5,10.1.1.3,10.1.1.2,1014,774,32,24,1.050593,98.461809,97.411215,0.000064,1.605632
98,6,10.1.1.1,10.1.1.2,9264,9264,193,193,2.998263,99.619704,96.621441,0.000767,1.605632
99,1,10.1.1.2,10.1.1.1,10311704,9633164,9802,9157,1.014281,100.360521,99.346240,0.775724,1.622016
99,2,10.1.1.3,10.1.1.1,10310652,3436884,9801,3267,1.305073,100.507830,99.202758,0.277160,1.622016
99,3,10.1.1.2,10.1.1.3,50152,49848,1229,1222,1.261392,99.820124,98.558732,0.004046,1.622016
99,4,10.1.1.2,10.1.1.1,1344,1152,28,24,1.252066,98.584770,97.332704,0.000095,1.622016
99,5,10.1.1.3,10.1.1.2,846,606,27,19,1.274633,99.071673,97.797040,0.000050,1.622016
99,6,10.1.1.1,10.1.1.2,10176,10176,212,212,3.301638,99.499442,96.197804,0.000846,1.622016
100,1,10.1.1.2,10.1.1.1,10414800,9755196,9900,9273,1.010242,100.476041,99.465799,0.784607,1.638400
100,2,10.1.1.3,10.1.1.1,10413748,3293812,9899,3131,1.061840,100.631685,99.569845,0.264643,1.638400
100,3,10.1.1.2,10.1.1.3,50632,49808,1243,1223,1.027899,99.820441,98.792542,0.004033,1.638400
100,4,10.1.1.2,10.1.1.1,2112,1968,44,41,1.018573,99.827509,98.808936,0.000159,1.638400
100,5,10.1.1.3,10.1.1.2,1422,1092,45,34,1.041661,87.992661,86.951001,0.000100,1.638400
100,6,10.1.1.1,10.1.1.2,8112,8112,169,169,3.019918,99.301617,96.281699,0.000674,1.638400
101,1,10.1.1.2,10.1.1.1,10520000,9802536,10000,9318,1.008421,100.409179,99.400757,0.788930,1.654784
101,2,10.1.1.3,10.1.1.1,10517896,3288552,9998,3126,1.319499,100.648047,99.328548,0.264863,1.654784
101,3,10.1.1.2,10.1.1.3,50544,50032,1240,1228,1.276057,100.755442,99.479384,0.004024,1.654784
101,4,10.1.1.2,10.1.1.1,2016,1776,42,37,1.265191,100.815625,99.550434,0.000143,1.654784
101,5,10.1.1.3,10.1.1.2,1254,864,40,27,1.289219,99.677307,98.388088,0.000070,1.654784
101,6,10.1.1.1,10.1.1.2,8910,8814,186,184,3.238484,100.816959,97.578475,0.000723,1.654784
102,1,10.1.1.2,10.1.1.1,10623096,9930880,10098,9440,1.013453,100.286110,99.272657,0.800291,1.671168
102,2,10.1.1.3,10.1.1.1,10622044,3210704,10097,3052,1.322383,100.601611,99.279228,0.258721,1.671168
102,3,10.1.1.2,10.1.1.3,49680,49008,1217,1202,1.273719,100.745742,99.472023,0.003941,1.671168
102,4,10.1.1.2,10.1.1.1,1680,1344,35,28,1.262693,100.741484,99.478791,0.000108,1.671168
102,5,10.1.1.3,10.1.1.2,954,654,30,20,1.291783,97.472915,96.181132,0.000054,1.671168
102,6,10.1.1.1,10.1.1.2,9870,9870,206,206,3.381978,100.742818,97.360840,0.000811,1.671168
103,1,10.1.1.2,10.1.1.1,10727244,9897216,10197,9408,1.013281,100.292728,99.279447,0.797524,1.687552
103,2,10.1.1.3,10.1.1.1,10726192,3072892,10196,2921,1.081373,100.877379,99.796007,0.246334,1.687552
103,3,10.1.1.2,10.1.1.3,60216,59880,1483,1475,1.036641,100.382313,99.345672,0.004822,1.687552
103,4,10.1.1.2,10.1.1.1,1344,1248,28,26,1.027175,94.556337,93.529162,0.000107,1.687552
103,5,10.1.1.3,10.1.1.2,924,744,29,23,1.056725,84.025275,82.968549,0.000072,1.687552
103,6,10.1.1.1,10.1.1.2,9744,9696,203,202,4.284066,100.340022,96.055956,0.000808,1.687552
104,1,10.1.1.2,10.1.1.1,10831392,9998208,10296,9504,1.007253,100.479036,99.471784,0.804104,1.703936
104,2,10.1.1.3,10.1.1.1,10830340,3074996,10295,2923,1.076473,100.623084,99.546610,0.247120,1.703936
104,3,10.1.1.2,10.1.1.3,55936,55656,1375,1368,1.027970,99.992707,98.964737,0.004499,1.703936
104,4,10.1.1.2,10.1.1.1,1008,1008,21,21,1.017324,101.057750,100.040426,0.000081,1.703936
104,5,10.1.1.3,10.1.1.2,792,582,24,17,1.046214,101.056144,100.009930,0.000047,1.703936
104,6,10.1.1.1,10.1.1.2,10416,10272,217,214,4.756759,99.453021,94.696263,0.000868,1.703936
105,1,10.1.1.2,10.1.1.1,10935540,9986636,10395,9493,1.019501,100.405353,99.385852,0.803868,1.720320
105,2,10.1.1.3,10.1.1.1,10934488,2981368,10394,2834,1.088447,101.243976,100.155528,0.238139,1.720320
105,3,10.1.1.2,10.1.1.3,60000,59712,1475,1468,1.047843,100.878942,99.831099,0.004785,1.720320
105,4,10.1.1.2,10.1.1.1,1392,1344,29,28,1.038597,100.880469,99.841872,0.000108,1.720320
105,5,10.1.1.3,10.1.1.2,1032,612,32,18,1.065447,100.894903,99.829456,0.000049,1.720320
105,6,10.1.1.1,10.1.1.2,10416,10368,217,216,3.833860,100.412612,96.578752,0.000859,1.720320
106,1,10.1.1.2,10.1.1.1,11040740,9995052,10495,9501,1.009313,100.455140,99.445827,0.804060,1.736704
106,2,10.1.1.3,10.1.1.1,11038636,2910884,10493,2767,1.307424,100.814762,99.507338,0.234024,1.736704
106,3,10.1.1.2,10.1.1.3,58120,57376,1430,1412,1.263849,100.516551,99.252702,0.004625,1.736704
106,4,10.1.1.2,10.1.1.1,1488,1104,31,23,1.253003,98.005224,96.752222,0.000091,1.736704
106,5,10.1.1.3,10.1.1.2,1176,936,35,27,1.282493,100.515125,99.232632,0.000075,1.736704
106,6,10.1.1.1,10.1.1.2,10320,10080,215,210,5.193273,100.496850,95.303576,0.000846,1.736704
107,1,10.1.1.2,10.1.1.1,11144888,10031872,10594,9536,1.013213,100.499725,99.486512,0.806692,1.753088
107,2,10.1.1.3,10.1.1.1,11142784,2917196,10592,2773,1.090579,100.725530,99.634952,0.234231,1.753088
107,3,10.1.1.2,10.1.1.3,62200,61552,1533,1517,1.039321,100.734314,99.694994,0.004939,1.753088
107,4,10.1.1.2,10.1.1.1,1104,1056,23,22,1.024532,100.830444,99.805912,0.000085,1.753088
107,5,10.1.1.3,10.1.1.2,966,696,28,19,1.057425,100.828918,99.771493,0.000056,1.753088
107,6,10.1.1.1,10.1.1.2,10176,10080,212,210,3.805965,99.079703,95.273738,0.000846,1.753088
108,1,10.1.1.2,10.1.1.1,11249036,10209660,10693,9705,1.014213,100.569675,99.555462,0.820420,1.769472
108,2,10.1.1.3,10.1.1.1,11246932,2659456,10691,2528,1.074611,100.869200,99.794589,0.213194,1.769472
108,3,10.1.1.2,10.1.1.3,70696,70096,1744,1729,1.037093,100.589253,99.552160,0.005633,1.769472
108,4,10.1.1.2,10.1.1.1,816,816,17,17,1.027527,100.597635,99.570109,0.000066,1.769472
108,5,10.1.1.3,10.1.1.2,798,588,23,16,1.049494,100.590807,99.541313,0.000047,1.769472
108,6,10.1.1.1,10.1.1.2,11088,11088,231,231,3.035808,100.556099,97.520291,0.000910,1.769472
109,1,10.1.1.2,10.1.1.1,11352132,10314860,10791,9805,1.010462,100.392568,99.382106,0.830319,1.785856
109,2,10.1.1.3,10.1.1.1,11351080,2703640,10790,2570,1.059736,100.877197,99.817461,0.216687,1.785856
109,3,10.1.1.2,10.1.1.3,63224,62664,1557,1544,1.027919,100.363426,99.335506,0.005047,1.785856
109,4,10.1.1.2,10.1.1.1,1440,1296,30,27,1.018593,100.364872,99.346279,0.000104,1.785856
109,5,10.1.1.3,10.1.1.2,924,594,29,18,1.040241,100.366306,99.326066,0.000048,1.785856
109,6,10.1.1.1,10.1.1.2,9840,9840,205,205,3.025937,99.457211,96.431274,0.000816,1.785856
110,1,10.1.1.2,10.1.1.1,11457332,10314860,10891,9805,1.009361,100.467050,99.457689,0.829688,1.802240
110,2,10.1.1.3,10.1.1.1,11455228,2598440,10889,2470,1.089557,100.982705,99.893147,0.208098,1.802240
110,3,10.1.1.2,10.1.1.3,68664,68168,1693,1681,1.028439,100.483943,99.455505,0.005483,1.802240
110,4,10.1.1.2,10.1.1.1,1096,1048,23,22,1.019073,100.485470,99.466397,0.000084,1.802240
110,5,10.1.1.3,10.1.1.2,810,540,24,15,1.053695,100.184867,99.131171,0.000044,1.802240
110,6,10.1.1.1,10.1.1.2,10704,10608,223,221,3.731574,100.182318,96.450743,0.000880,1.802240
111,1,10.1.1.2,10.1.1.1,11561480,10424268,10990,9909,1.011362,100.465020,99.453658,0.838523,1.818624
111,2,10.1.1.3,10.1.1.1,11559376,2562672,10988,2436,1.079034,100.971805,99.892771,0.205234,1.818624
111,3,10.1.1.2,10.1.1.3,69312,68752,1710,1696,1.039020,100.981602,99.942582,0.005503,1.818624
111,4,10.1.1.2,10.1.1.1,912,912,19,19,1.028424,100.980055,99.951631,0.000073,1.818624
111,5,10.1.1.3,10.1.1.2,732,582,22,17,1.062547,100.467429,99.404883,0.000047,1.818624
111,6,10.1.1.1,10.1.1.2,10878,10638,227,222,5.726831,100.987116,95.260285,0.000893,1.818624
112,1,10.1.1.2,10.1.1.1,11665628,10548404,11089,10027,1.012262,100.386635,99.374373,0.849185,1.835008
112,2,10.1.1.3,10.1.1.1,11663524,2434328,11087,2314,1.097309,100.782599,99.685289,0.195361,1.835008
112,3,10.1.1.2,10.1.1.3,70416,70016,1737,1727,1.039800,100.276123,99.236323,0.005644,1.835008
112,4,10.1.1.2,10.1.1.1,576,576,12,12,1.023521,98.601022,97.577500,0.000047,1.835008
112,5,10.1.1.3,10.1.1.2,552,372,16,10,1.058934,99.093652,98.034718,0.000030,1.835008
112,6,10.1.1.1,10.1.1.2,10992,10752,229,224,4.762370,99.913403,95.151033,0.000904,1.835008
113,1,10.1.1.2,10.1.1.1,11768724,10472660,11187,9955,1.010442,100.518091,99.507649,0.841958,1.851392
113,2,10.1.1.3,10.1.1.1,11767672,2257592,11186,2146,1.081985,101.055657,99.973672,0.180655,1.851392
113,3,10.1.1.2,10.1.1.3,80616,79880,1993,1975,1.031067,100.526506,99.495438,0.006423,1.851392
113,4,10.1.1.2,10.1.1.1,624,528,13,11,1.021741,91.395767,90.374026,0.000047,1.851392
113,5,10.1.1.3,10.1.1.2,552,372,16,10,1.059977,91.885380,90.825404,0.000033,1.851392
113,6,10.1.1.1,10.1.1.2,10992,10992,229,229,2.952533,100.327505,97.374972,0.000903,1.851392
114,1,10.1.1.2,10.1.1.1,11872872,10605212,11286,10081,1.011242,100.491271,99.480029,0.852852,1.867776
114,2,10.1.1.3,10.1.1.1,11871820,2296516,11285,2183,1.089822,100.603775,99.513953,0.184619,1.867776
114,3,10.1.1.2,10.1.1.3,73136,72152,1807,1783,1.037010,100.757513,99.720503,0.005788,1.867776
114,4,10.1.1.2,10.1.1.1,1200,960,25,20,1.027924,100.783134,99.755210,0.000077,1.867776
114,5,10.1.1.3,10.1.1.2,792,762,24,23,1.056044,89.143501,88.087457,0.000069,1.867776
114,6,10.1.1.1,10.1.1.2,9822,9774,205,204,3.545891,100.784468,97.238577,0.000804,1.867776
115,1,10.1.1.2,10.1.1.1,11978072,10628356,11386,10103,1.013502,100.499718,99.486216,0.854660,1.884160
115,2,10.1.1.3,10.1.1.1,11975968,2138716,11384,2033,1.119839,100.625157,99.505318,0.171948,1.884160
115,3,10.1.1.2,10.1.1.3,79296,78520,1959,1940,1.052064,100.780379,99.728315,0.006299,1.884160
115,4,10.1.1.2,10.1.1.1,1104,912,23,19,1.037297,100.807360,99.770063,0.000073,1.884160
115,5,10.1.1.3,10.1.1.2,810,600,24,17,1.070538,80.208857,79.138319,0.000061,1.884160
115,6,10.1.1.1,10.1.1.2,10638,10638,222,222,3.010133,100.808694,97.798561,0.000870,1.884160
116,1,10.1.1.2,10.1.1.1,12081168,10745128,11484,10214,1.010273,100.173103,99.162831,0.866867,1.900544
116,2,10.1.1.3,10.1.1.1,12080116,2038776,11483,1938,3.100905,100.784610,97.683705,0.166970,1.900544
116,3,10.1.1.2,10.1.1.3,80720,79464,1995,1964,1.034533,100.289031,99.254498,0.006405,1.900544
116,4,10.1.1.2,10.1.1.1,768,720,16,15,1.018244,97.674676,96.656432,0.000060,1.900544
116,5,10.1.1.3,10.1.1.2,978,798,26,20,3.047666,98.166754,95.119088,0.000067,1.900544
116,6,10.1.1.1,10.1.1.2,10464,10464,218,218,4.806209,100.264124,95.457914,0.000877,1.900544
117,1,10.1.1.2,10.1.1.1,12185316,10772480,11583,10240,1.011302,100.501667,99.490365,0.866213,1.916928
117,2,10.1.1.3,10.1.1.1,12184264,2076648,11582,1974,1.090938,101.173743,100.082804,0.165994,1.916928
117,3,10.1.1.2,10.1.1.3,83384,82344,2062,2036,1.035312,100.663438,99.628126,0.006612,1.916928
117,4,10.1.1.2,10.1.1.1,736,736,16,16,1.025947,100.665045,99.639098,0.000059,1.916928
117,5,10.1.1.3,10.1.1.2,504,354,15,10,1.054716,100.668659,99.613943,0.000028,1.916928
117,6,10.1.1.1,10.1.1.2,11040,11040,230,230,2.874587,100.184178,97.309591,0.000908,1.916928
118,1,10.1.1.2,10.1.1.1,12290516,10747232,11683,10216,1.013281,100.525786,99.512505,0.863990,1.933312
118,2,10.1.1.3,10.1.1.1,12288412,1978812,11681,1881,1.098090,101.211701,100.113611,0.158125,1.933312
118,3,10.1.1.2,10.1.1.3,86776,85464,2146,2114,1.045192,100.702871,99.657679,0.006861,1.933312
118,4,10.1.1.2,10.1.1.1,912,864,19,18,1.035886,100.711074,99.675188,0.000069,1.933312
118,5,10.1.1.3,10.1.1.2,702,612,21,18,1.063196,100.704205,99.641009,0.000049,1.933312
118,6,10.1.1.1,10.1.1.2,10608,10608,221,221,2.908052,100.208591,97.300539,0.000872,1.933312
119,1,10.1.1.2,10.1.1.1,12394664,10847172,11782,10311,1.008241,100.249827,99.241585,0.874405,1.949696
119,2,10.1.1.3,10.1.1.1,12392560,1877820,11780,1785,1.068019,100.830756,99.762736,0.150583,1.949696
119,3,10.1.1.2,10.1.1.3,84136,82376,2083,2039,1.025719,100.324526,99.298808,0.006637,1.949696
119,4,10.1.1.2,10.1.1.1,576,576,12,12,1.016433,92.022951,91.006518,0.000051,1.949696
119,5,10.1.1.3,10.1.1.2,552,402,16,11,1.037740,89.960039,88.922299,0.000036,1.949696
119,6,10.1.1.1,10.1.1.2,9984,9840,208,205,3.566445,100.316866,96.750420,0.000814,1.949696
120,1,10.1.1.2,10.1.1.1,12498812,10623096,11881,10098,1.019551,100.528383,99.508832,0.854042,1.966080
120,2,10.1.1.3,10.1.1.1,12496708,1923056,11879,1828,1.318704,101.192481,99.873777,0.154039,1.966080
120,3,10.1.1.2,10.1.1.3,93120,91208,2304,2258,1.267886,100.646406,99.378520,0.007342,1.966080
120,4,10.1.1.2,10.1.1.1,1528,1000,32,21,1.257640,100.648013,99.390373,0.000080,1.966080
120,5,10.1.1.3,10.1.1.2,756,606,24,19,1.285890,100.650047,99.364157,0.000049,1.966080
120,6,10.1.1.1,10.1.1.2,10464,10320,218,215,4.069592,100.167638,96.098046,0.000859,1.966080
121,1,10.1.1.2,10.1.1.1,12601908,10972360,11979,10430,1.020504,100.492849,99.472345,0.882445,1.982464
121,2,10.1.1.3,10.1.1.1,12600856,1720020,11978,1635,1.100174,100.939887,99.839713,0.137823,1.982464
121,3,10.1.1.2,10.1.1.3,91312,89384,2260,2212,1.048285,100.424331,99.376047,0.007196,1.982464
121,4,10.1.1.2,10.1.1.1,864,768,18,16,1.027773,98.909731,97.881957,0.000063,1.982464
121,5,10.1.1.3,10.1.1.2,702,582,21,17,1.078305,99.406171,98.327866,0.000047,1.982464
121,6,10.1.1.1,10.1.1.2,10320,10320,215,215,3.079977,99.950180,96.870203,0.000852,1.982464
122,1,10.1.1.2,10.1.1.1,12707108,10959736,12079,10418,1.012213,100.506209,99.493996,0.881238,1.998848
122,2,10.1.1.3,10.1.1.1,12705004,1648484,12077,1567,1.096079,100.535807,99.439728,0.132622,1.998848
122,3,10.1.1.2,10.1.1.3,97744,96336,2422,2387,1.044271,100.569137,99.524865,0.007744,1.998848
122,4,10.1.1.2,10.1.1.1,720,624,15,13,1.034785,66.599882,65.565096,0.000076,1.998848
122,5,10.1.1.3,10.1.1.2,468,288,15,9,1.063305,100.543103,99.479797,0.000023,1.998848
122,6,10.1.1.1,10.1.1.2,10320,10320,215,215,3.008814,100.069605,97.060791,0.000851,1.998848
123,1,10.1.1.2,10.1.1.1,12811256,10650448,12178,10124,1.018382,100.492598,99.474216,0.856539,2.015232
123,2,10.1.1.3,10.1.1.1,12809152,1790504,12176,1702,1.307665,100.610142,99.302477,0.144246,2.015232
123,3,10.1.1.2,10.1.1.3,92336,89984,2285,2228,1.261510,100.764448,99.502938,0.007235,2.015232
123,4,10.1.1.2,10.1.1.1,1968,1200,41,25,1.252064,100.777684,99.525620,0.000096,2.015232
123,5,10.1.1.3,10.1.1.2,1074,816,34,26,1.279974,96.354739,95.074765,0.000069,2.015232
123,6,10.1.1.1,10.1.1.2,9582,9486,200,198,3.754664,100.779018,97.024354,0.000782,2.015232
124,1,10.1.1.2,10.1.1.1,12915404,10896616,12277,10358,1.008222,100.499742,99.491520,0.876185,2.031616
124,2,10.1.1.3,10.1.1.1,12913300,1650588,12275,1569,1.098686,100.699451,99.600765,0.132576,2.031616
124,3,10.1.1.2,10.1.1.3,98536,96200,2441,2384,1.032792,100.779687,99.746895,0.007716,2.031616
124,4,10.1.1.2,10.1.1.1,1728,1152,36,24,1.023766,100.776707,99.752941,0.000092,2.031616
124,5,10.1.1.3,10.1.1.2,936,756,30,24,1.044833,98.401642,97.356809,0.000062,2.031616
124,6,10.1.1.1,10.1.1.2,9774,9678,204,202,3.596165,100.778041,97.181875,0.000797,2.031616
125,1,10.1.1.2,10.1.1.1,13018500,11235360,12375,10680,1.010353,100.585679,99.575326,0.902662,2.048000
125,2,10.1.1.3,10.1.1.1,13017448,1740008,12374,1654,1.083574,100.867288,99.783714,0.139502,2.048000
125,3,10.1.1.2,10.1.1.3,81520,79368,2017,1965,1.039403,100.599396,99.559993,0.006378,2.048000
125,4,10.1.1.2,10.1.1.1,1864,1192,39,25,1.024375,99.669957,98.645583,0.000097,2.048000
125,5,10.1.1.3,10.1.1.2,1062,912,33,28,1.052975,91.994393,90.941418,0.000080,2.048000
125,6,10.1.1.1,10.1.1.2,8592,8448,179,176,3.017020,100.410674,97.393654,0.000694,2.048000
126,1,10.1.1.2,10.1.1.1,13122648,11217476,12474,10663,1.010422,100.484498,99.474076,0.902143,2.064384
126,2,10.1.1.3,10.1.1.1,13121596,1589572,12473,1511,1.077593,100.730524,99.652931,0.127609,2.064384
126,3,10.1.1.2,10.1.1.3,92464,90448,2289,2240,1.032962,100.805740,99.772778,0.007252,2.064384
126,4,10.1.1.2,10.1.1.1,1480,1192,31,25,1.023716,100.912847,99.889131,0.000095,2.064384
126,5,10.1.1.3,10.1.1.2,726,486,23,15,1.051206,92.422706,91.371500,0.000043,2.064384
126,6,10.1.1.1,10.1.1.2,9678,9630,202,201,3.885325,100.914181,97.028856,0.000794,2.064384
127,1,10.1.1.2,10.1.1.1,13226796,10916604,12573,10377,1.010221,100.489517,99.479295,0.877900,2.080768
127,2,10.1.1.3,10.1.1.1,13225744,1570636,12572,1493,1.119017,100.629903,99.510887,0.126268,2.080768
127,3,10.1.1.2,10.1.1.3,97776,94016,2422,2330,1.038984,100.635500,99.596516,0.007552,2.080768
127,4,10.1.1.2,10.1.1.1,1440,816,30,17,1.023935,93.544583,92.520648,0.000071,2.080768
127,5,10.1.1.3,10.1.1.2,774,654,24,20,1.066768,95.702633,94.635865,0.000055,2.080768
127,6,10.1.1.1,10.1.1.2,9840,9840,205,205,2.825926,99.404641,96.578715,0.000815,2.080768
128,1,10.1.1.2,10.1.1.1,13330944,11027064,12672,10482,1.036315,100.418417,99.382102,0.887650,2.097152
128,2,10.1.1.1,10.1.1.2,9726,9678,203,202,1.017178,100.988593,99.971415,0.000774,2.097152
128,3,10.1.1.3,10.1.1.1,13329892,1721072,12671,1636,1.121874,100.984370,99.862496,0.137875,2.097152
128,4,10.1.1.2,10.1.1.3,89416,86096,2210,2130,1.049187,100.989999,99.940812,0.006892,2.097152
128,5,10.1.1.2,10.1.1.1,2752,1856,58,39,5.611097,100.987039,95.375942,0.000156,2.097152
128,6,10.1.1.3,10.1.1.2,1314,954,42,30,1.077916,100.475247,99.397331,0.000077,2.097152
129,1,10.1.1.2,10.1.1.1,13435092,10920812,12771,10381,1.007401,100.711960,99.704559,0.876254,2.113536
129,2,10.1.1.3,10.1.1.1,13434040,1589572,12770,1511,1.103374,100.826472,99.723098,0.127519,2.113536
129,3,10.1.1.2,10.1.1.3,96648,93360,2394,2315,1.030901,100.720331,99.689429,0.007492,2.113536
129,4,10.1.1.2,10.1.1.1,2296,1248,48,26,1.015653,99.475892,98.460240,0.000101,2.113536
129,5,10.1.1.3,10.1.1.2,1152,942,36,29,1.062091,99.438501,98.376410,0.000077,2.113536
129,6,10.1.1.1,10.1.1.2,9312,9312,194,194,2.661456,100.560939,97.899484,0.000761,2.113536
130,1,10.1.1.2,10.1.1.1,13539240,11181708,12870,10629,1.023021,100.493394,99.470373,0.899300,2.129920
130,2,10.1.1.1,10.1.1.2,8382,8382,175,175,1.010168,100.914353,99.904185,0.000671,2.129920
130,3,10.1.1.3,10.1.1.1,13538188,1599040,12869,1520,1.316802,100.735330,99.418528,0.128671,2.129920
130,4,10.1.1.2,10.1.1.3,87256,83416,2160,2068,1.277109,100.810783,99.533674,0.006705,2.129920
130,5,10.1.1.2,10.1.1.1,2304,1440,48,30,1.262061,100.913019,99.650958,0.000116,2.129920
130,6,10.1.1.3,10.1.1.2,972,852,30,26,1.289311,99.546934,98.257623,0.000069,2.129920
131,1,10.1.1.2,10.1.1.1,13643388,11219580,12969,10665,1.012413,100.369810,99.357397,0.903372,2.146304
131,2,10.1.1.3,10.1.1.1,13642336,1504360,12968,1430,1.112060,100.640988,99.528928,0.120918,2.146304
131,3,10.1.1.2,10.1.1.3,91808,88440,2273,2192,1.043863,100.191640,99.147777,0.007136,2.146304
131,4,10.1.1.2,10.1.1.1,2016,1488,42,31,1.028795,97.080690,96.051895,0.000124,2.146304
131,5,10.1.1.3,10.1.1.2,924,744,29,23,1.072893,99.880396,98.807503,0.000060,2.146304
131,6,10.1.1.1,10.1.1.2,8640,8640,180,180,2.724137,99.504068,96.779931,0.000714,2.146304
132,1,10.1.1.2,10.1.1.1,13747536,11023908,13068,10479,1.009293,100.567621,99.558328,0.885825,2.162688
132,2,10.1.1.3,10.1.1.1,13746484,1556960,13067,1480,1.091640,101.299486,100.207846,0.124298,2.162688
132,3,10.1.1.2,10.1.1.3,88904,85088,2201,2109,1.038075,100.853204,99.815129,0.006820,2.162688
132,4,10.1.1.2,10.1.1.1,2048,1104,43,23,1.023247,100.854871,99.831624,0.000088,2.162688
132,5,10.1.1.3,10.1.1.2,924,804,29,25,1.050357,100.856225,99.805868,0.000064,2.162688
132,6,10.1.1.1,10.1.1.2,9024,8928,188,186,3.702031,100.309037,96.607007,0.000739,2.162688
133,1,10.1.1.2,10.1.1.1,13851684,10936592,13167,10396,1.008381,100.494056,99.485674,0.879451,2.179072
133,2,10.1.1.3,10.1.1.1,13850632,1525400,13166,1450,1.109129,100.513518,99.404389,0.122763,2.179072
133,3,10.1.1.2,10.1.1.3,99888,95912,2473,2378,1.045773,100.943715,99.897942,0.007681,2.179072
133,4,10.1.1.2,10.1.1.1,2384,1480,50,31,1.025343,100.523714,99.498371,0.000119,2.179072
133,5,10.1.1.3,10.1.1.2,954,864,30,27,1.057291,100.925840,99.868549,0.000069,2.179072
133,6,10.1.1.1,10.1.1.2,8736,8496,182,177,3.847659,99.770467,95.922809,0.000709,2.179072
134,1,10.1.1.2,10.1.1.1,13955832,11076508,13266,10529,1.008293,100.552307,99.544014,0.890180,2.195456
134,2,10.1.1.3,10.1.1.1,13954780,1482268,13265,1409,1.075765,101.174651,100.098886,0.118464,2.195456
134,3,10.1.1.2,10.1.1.3,94784,90656,2348,2248,1.034361,100.669926,99.635566,0.007279,2.195456
134,4,10.1.1.2,10.1.1.1,2240,1576,47,33,1.025175,100.671553,99.646378,0.000127,2.195456
134,5,10.1.1.3,10.1.1.2,966,906,31,29,1.052565,100.675387,99.622822,0.000073,2.195456
134,6,10.1.1.1,10.1.1.2,8784,8688,183,181,3.697261,100.175245,96.477984,0.000720,2.195456
135,1,10.1.1.2,10.1.1.1,14061032,11272180,13366,10715,1.007362,100.503446,99.496084,0.906342,2.211840
135,2,10.1.1.3,10.1.1.1,14058928,1464384,13364,1392,1.097052,100.834736,99.737684,0.117459,2.211840
