n_packets,FlowID,SourceAddress,DestinationAddress,TxBytes,RxBytes,TxPackets,RxPackets,start time, stop time, duration, Throughput_Mbps,OfferedLoad_Mbps
51,3,10.1.1.2,10.1.1.3,48,48,1,1,1.032137,1.032137,0.000000,inf,0.835584
51,4,10.1.1.2,10.1.1.1,48,48,1,1,1.027404,1.027404,0.000000,inf,0.835584
51,5,10.1.1.3,10.1.1.2,30,30,1,1,1.044176,1.044176,0.000000,inf,0.835584
52,1,10.1.1.2,10.1.1.1,5416748,5416748,5149,5149,1.016462,100.006855,98.990393,0.437759,0.851968
52,2,10.1.1.3,10.1.1.1,5415696,5415696,5148,5148,1.058881,100.001292,98.942411,0.437887,0.851968
52,3,10.1.1.2,10.1.1.3,48,48,1,1,1.029337,1.029337,0.000000,inf,0.851968
52,4,10.1.1.2,10.1.1.1,48,48,1,1,1.020071,1.020071,0.000000,inf,0.851968
52,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042375,1.042375,0.000000,inf,0.851968
53,1,10.1.1.2,10.1.1.1,5519844,5519844,5247,5247,1.008462,99.988318,98.979856,0.446139,0.868352
53,2,10.1.1.3,10.1.1.1,5519844,5519844,5247,5247,1.058982,100.001662,98.942680,0.446306,0.868352
53,3,10.1.1.2,10.1.1.3,48,48,1,1,1.032385,1.032385,0.000000,inf,0.868352
53,4,10.1.1.2,10.1.1.1,48,48,1,1,1.028761,1.028761,0.000000,inf,0.868352
53,5,10.1.1.3,10.1.1.2,30,30,1,1,1.048057,1.048057,0.000000,inf,0.868352
54,1,10.1.1.2,10.1.1.1,5623992,5623992,5346,5346,1.008461,99.989184,98.980723,0.454553,0.884736
54,2,10.1.1.3,10.1.1.1,5623992,5623992,5346,5346,1.041359,100.002008,98.960649,0.454645,0.884736
54,3,10.1.1.2,10.1.1.3,48,48,1,1,1.016813,1.016813,0.000000,inf,0.884736
54,4,10.1.1.2,10.1.1.1,48,48,1,1,1.013070,1.013070,0.000000,inf,0.884736
54,5,10.1.1.3,10.1.1.2,30,30,1,1,1.030335,1.030335,0.000000,inf,0.884736
55,1,10.1.1.2,10.1.1.1,5729192,5729192,5446,5446,1.015313,100.008074,98.992761,0.462999,0.901120
55,2,10.1.1.3,10.1.1.1,5728140,5714464,5445,5432,1.303851,100.002351,98.698501,0.463185,0.901120
55,3,10.1.1.2,10.1.1.3,48,48,1,1,1.270354,1.270354,0.000000,inf,0.901120
55,4,10.1.1.2,10.1.1.1,48,48,1,1,1.262271,1.262271,0.000000,inf,0.901120
55,5,10.1.1.3,10.1.1.2,30,30,1,1,1.284555,1.284555,0.000000,inf,0.901120
56,1,10.1.1.2,10.1.1.1,5832288,5832288,5544,5544,1.008273,99.990484,98.982211,0.471381,0.917504
56,2,10.1.1.3,10.1.1.1,5832288,5832288,5544,5544,1.058495,100.002668,98.944173,0.471562,0.917504
56,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027167,1.027167,0.000000,inf,0.917504
56,4,10.1.1.2,10.1.1.1,48,48,1,1,1.016061,1.016061,0.000000,inf,0.917504
56,5,10.1.1.3,10.1.1.2,30,30,1,1,1.047510,1.047510,0.000000,inf,0.917504
57,1,10.1.1.2,10.1.1.1,5936436,5936436,5643,5643,1.016461,99.991160,98.974698,0.479835,0.933888
57,2,10.1.1.3,10.1.1.1,5936436,5936436,5643,5643,1.060690,100.002984,98.942294,0.479992,0.933888
57,3,10.1.1.2,10.1.1.3,48,48,1,1,1.031476,1.031476,0.000000,inf,0.933888
57,4,10.1.1.2,10.1.1.1,48,48,1,1,1.025193,1.025193,0.000000,inf,0.933888
57,5,10.1.1.3,10.1.1.2,30,30,1,1,1.046877,1.046877,0.000000,inf,0.933888
58,1,10.1.1.2,10.1.1.1,6041636,6041636,5743,5743,1.007341,100.008799,99.001457,0.488206,0.950272
58,2,10.1.1.3,10.1.1.1,6040584,6040584,5742,5742,1.064083,100.003276,98.939193,0.488428,0.950272
58,3,10.1.1.2,10.1.1.3,48,48,1,1,1.031624,1.031624,0.000000,inf,0.950272
58,4,10.1.1.2,10.1.1.1,48,48,1,1,1.027621,1.027621,0.000000,inf,0.950272
58,5,10.1.1.3,10.1.1.2,30,30,1,1,1.046365,1.046365,0.000000,inf,0.950272
59,1,10.1.1.2,10.1.1.1,6144732,6144732,5841,5841,1.028779,99.992282,98.963502,0.496727,0.966656
59,2,10.1.1.1,10.1.1.2,48,48,1,1,1.016409,1.016409,0.000000,inf,0.966656
59,3,10.1.1.3,10.1.1.1,6144732,6128952,5841,5826,1.310711,100.003586,98.692874,0.496810,0.966656
59,4,10.1.1.2,10.1.1.3,48,48,1,1,1.278404,1.278404,0.000000,inf,0.966656
59,5,10.1.1.2,10.1.1.1,48,48,1,1,1.261898,1.261898,0.000000,inf,0.966656
59,6,10.1.1.3,10.1.1.2,30,30,1,1,1.288803,1.288803,0.000000,inf,0.966656
60,1,10.1.1.2,10.1.1.1,6248880,6248880,5940,5940,1.012382,99.994733,98.982351,0.505050,0.983040
60,2,10.1.1.3,10.1.1.1,6248880,6248880,5940,5940,1.076251,100.011539,98.935288,0.505290,0.983040
60,3,10.1.1.2,10.1.1.3,144,144,3,3,1.025527,77.043295,76.017768,0.000015,0.983040
60,4,10.1.1.2,10.1.1.1,144,144,3,3,1.015961,77.046115,76.030154,0.000015,0.983040
60,5,10.1.1.3,10.1.1.2,90,90,3,3,1.045148,77.044669,75.999521,0.000009,0.983040
61,1,10.1.1.2,10.1.1.1,6353028,6346716,6039,6033,1.008442,100.380492,99.372050,0.510946,0.999424
61,2,10.1.1.3,10.1.1.1,6353028,6046896,6039,5748,1.050803,100.393640,99.342838,0.486952,0.999424
61,3,10.1.1.2,10.1.1.3,11800,11760,293,292,1.025117,94.131172,93.106055,0.001010,0.999424
61,4,10.1.1.2,10.1.1.1,432,432,9,9,1.014071,94.139574,93.125504,0.000037,0.999424
61,5,10.1.1.3,10.1.1.2,270,270,9,9,1.039778,94.132506,93.092728,0.000023,0.999424
61,6,10.1.1.1,10.1.1.2,912,912,19,19,22.614484,93.947585,71.333100,0.000102,0.999424
62,1,10.1.1.2,10.1.1.1,6458228,6405628,6139,6089,1.018051,100.403272,99.385221,0.515620,1.015808
62,2,10.1.1.3,10.1.1.1,6457176,5683956,6138,5403,1.292671,100.412615,99.119943,0.458754,1.015808
62,3,10.1.1.2,10.1.1.3,28720,28560,713,709,1.267085,104.045185,102.778100,0.002223,1.015808
62,4,10.1.1.2,10.1.1.1,1152,1152,24,24,1.256079,97.275872,96.019793,0.000096,1.015808
62,5,10.1.1.3,10.1.1.2,720,720,24,24,1.281767,97.268823,95.987057,0.000060,1.015808
62,6,10.1.1.1,10.1.1.2,2160,2160,45,45,12.498181,97.083233,84.585052,0.000204,1.015808
63,1,10.1.1.2,10.1.1.1,6561324,6478216,6237,6158,1.015393,100.409438,99.394045,0.521417,1.032192
63,2,10.1.1.3,10.1.1.1,6561324,5400968,6237,5134,1.066163,100.511388,99.445224,0.434488,1.032192
63,3,10.1.1.2,10.1.1.3,41240,40960,1024,1017,1.030623,98.833079,97.802456,0.003350,1.032192
63,4,10.1.1.2,10.1.1.1,1488,1488,31,31,1.026700,98.841502,97.814802,0.000122,1.032192
63,5,10.1.1.3,10.1.1.2,930,930,31,31,1.044135,98.834413,97.790279,0.000076,1.032192
63,6,10.1.1.1,10.1.1.2,3072,3072,64,64,8.854517,98.405728,89.551211,0.000274,1.032192
64,1,10.1.1.2,10.1.1.1,6665472,6476112,6336,6156,1.016301,100.338613,99.322311,0.521624,1.048576
64,2,10.1.1.3,10.1.1.1,6665472,5169528,6336,4914,1.065214,100.398250,99.333036,0.416339,1.048576
64,3,10.1.1.2,10.1.1.3,51408,51008,1277,1267,1.031004,99.229162,98.198158,0.004156,1.048576
64,4,10.1.1.2,10.1.1.1,1632,1632,34,34,1.029537,99.232062,98.202525,0.000133,1.048576
64,5,10.1.1.3,10.1.1.2,1020,1020,34,34,1.043325,99.230496,98.187171,0.000083,1.048576
64,6,10.1.1.1,10.1.1.2,3744,3600,78,75,10.386373,99.032713,88.646340,0.000325,1.048576
65,1,10.1.1.2,10.1.1.1,6770672,6561324,6436,6237,1.009361,100.382815,99.373453,0.528215,1.064960
65,2,10.1.1.3,10.1.1.1,6769620,4982272,6435,4736,1.060233,100.405293,99.345061,0.401209,1.064960
65,3,10.1.1.2,10.1.1.3,56440,55920,1402,1389,1.029504,99.379401,98.349897,0.004549,1.064960
65,4,10.1.1.2,10.1.1.1,1920,1920,40,40,1.025641,99.382321,98.356680,0.000156,1.064960
65,5,10.1.1.3,10.1.1.2,1200,1170,40,39,1.043725,99.380735,98.337009,0.000095,1.064960
65,6,10.1.1.1,10.1.1.2,3840,3840,80,80,5.835290,99.215191,93.379901,0.000329,1.064960
66,1,10.1.1.2,10.1.1.1,6874820,6547648,6535,6224,1.009302,100.107928,99.098626,0.528576,1.081344
66,2,10.1.1.3,10.1.1.1,6873768,4917048,6534,4674,1.058375,100.412224,99.353849,0.395922,1.081344
66,3,10.1.1.2,10.1.1.3,60832,60032,1512,1492,1.024068,99.495065,98.470997,0.004877,1.081344
66,4,10.1.1.2,10.1.1.1,1584,1584,33,33,1.014062,99.496651,98.482589,0.000129,1.081344
66,5,10.1.1.3,10.1.1.2,990,990,33,33,1.032207,99.497985,98.465779,0.000080,1.081344
66,6,10.1.1.1,10.1.1.2,4224,4224,88,88,5.331315,99.055572,93.724257,0.000361,1.081344
67,1,10.1.1.2,10.1.1.1,6978968,6581312,6634,6256,1.016361,100.468484,99.452123,0.529405,1.097728
67,2,10.1.1.3,10.1.1.1,6977916,4707700,6633,4475,1.060491,100.559776,99.499284,0.378511,1.097728
67,3,10.1.1.2,10.1.1.3,67840,66600,1687,1656,1.028116,98.839705,97.811589,0.005447,1.097728
67,4,10.1.1.2,10.1.1.1,1488,1488,31,31,1.024453,98.842605,97.818153,0.000122,1.097728
67,5,10.1.1.3,10.1.1.2,930,930,31,31,1.035315,98.841039,97.805725,0.000076,1.097728
67,6,10.1.1.1,10.1.1.2,4656,4560,97,95,6.905357,98.609890,91.704533,0.000398,1.097728
68,1,10.1.1.2,10.1.1.1,7083116,6764360,6733,6430,1.008302,100.492287,99.483985,0.543956,1.114112
68,2,10.1.1.3,10.1.1.1,7082064,4842356,6732,4603,1.053421,100.533456,99.480036,0.389413,1.114112
68,3,10.1.1.2,10.1.1.3,58064,56704,1436,1402,1.023767,99.209797,98.186031,0.004620,1.114112
68,4,10.1.1.2,10.1.1.1,3024,3024,63,63,1.013071,97.328295,96.315224,0.000251,1.114112
68,5,10.1.1.3,10.1.1.2,1890,1830,63,61,1.034065,97.310501,96.276436,0.000152,1.114112
68,6,10.1.1.1,10.1.1.2,3600,3600,75,75,4.521353,98.968387,94.447034,0.000305,1.114112
69,1,10.1.1.2,10.1.1.1,7186212,7073648,6831,6724,1.011441,100.470767,99.459325,0.568968,1.130496
69,2,10.1.1.3,10.1.1.1,7186212,5366252,6831,5101,1.072441,100.580977,99.508536,0.431420,1.130496
69,3,10.1.1.2,10.1.1.3,26816,26456,646,637,1.026436,100.582663,99.556227,0.002126,1.130496
69,4,10.1.1.2,10.1.1.1,4896,4896,102,102,1.022173,100.573341,99.551168,0.000393,1.130496
69,5,10.1.1.3,10.1.1.2,3060,2730,102,91,1.041217,100.583997,99.542780,0.000219,1.130496
69,6,10.1.1.1,10.1.1.2,2160,2160,45,45,4.460876,89.896132,85.435256,0.000202,1.130496
70,1,10.1.1.2,10.1.1.1,7291412,7229344,6931,6872,1.008253,100.282720,99.274468,0.582574,1.146880
70,2,10.1.1.3,10.1.1.1,7290360,5566132,6930,5291,1.073558,100.593609,99.520051,0.447438,1.146880
70,3,10.1.1.2,10.1.1.3,16176,15896,377,370,1.036740,99.988380,98.951640,0.001285,1.146880
70,4,10.1.1.2,10.1.1.1,5664,5664,118,118,1.021944,100.714926,99.692982,0.000455,1.146880
70,5,10.1.1.3,10.1.1.2,3558,3258,118,108,1.043279,100.713380,99.670101,0.000262,1.146880
70,6,10.1.1.1,10.1.1.2,1872,1872,39,39,4.273829,97.111929,92.838100,0.000161,1.146880
71,1,10.1.1.2,10.1.1.1,7395560,7328232,7030,6966,1.016393,100.491252,99.474860,0.589354,1.163264
71,2,10.1.1.3,10.1.1.1,7394508,5473556,7029,5203,1.067435,100.459591,99.392156,0.440562,1.163264
71,3,10.1.1.2,10.1.1.3,16760,16640,392,389,1.038068,100.772568,99.734500,0.001335,1.163264
71,4,10.1.1.2,10.1.1.1,5040,5040,105,105,1.027632,100.469403,99.441771,0.000405,1.163264
71,5,10.1.1.3,10.1.1.2,3150,2880,105,96,1.045187,100.863595,99.818408,0.000231,1.163264
71,6,10.1.1.1,10.1.1.2,2592,2496,54,52,7.148391,95.127571,87.979180,0.000227,1.163264
72,1,10.1.1.2,10.1.1.1,7498656,7374520,7128,7010,1.010321,100.316165,99.305843,0.594086,1.179648
72,2,10.1.1.3,10.1.1.1,7498656,5272624,7128,5012,2.076445,100.677302,98.600856,0.427795,1.179648
72,3,10.1.1.2,10.1.1.3,22528,22240,539,532,1.027696,100.219697,99.192001,0.001794,1.179648
72,4,10.1.1.2,10.1.1.1,4320,4320,90,90,1.021593,100.221224,99.199631,0.000348,1.179648
72,5,10.1.1.3,10.1.1.2,2718,2358,90,78,2.040683,100.671740,98.631056,0.000191,1.179648
72,6,10.1.1.1,10.1.1.2,3696,3696,77,77,4.764755,95.799138,91.034383,0.000325,1.179648
73,1,10.1.1.2,10.1.1.1,7603856,7482876,7228,7113,1.016362,100.274015,99.257653,0.603107,1.196032
73,2,10.1.1.3,10.1.1.1,7602804,5333640,7227,5070,1.078124,100.484040,99.405916,0.429241,1.196032
73,3,10.1.1.2,10.1.1.3,19776,19656,469,466,1.037169,99.686564,98.649395,0.001594,1.196032
73,4,10.1.1.2,10.1.1.1,4176,4176,87,87,1.024333,99.693632,98.669299,0.000339,1.196032
73,5,10.1.1.3,10.1.1.2,2610,2040,87,68,1.052911,99.661881,98.608970,0.000166,1.196032
73,6,10.1.1.1,10.1.1.2,4224,4224,88,88,3.499511,98.898374,95.398863,0.000354,1.196032
74,1,10.1.1.2,10.1.1.1,7706952,7564932,7326,7191,1.014282,100.258158,99.243876,0.609805,1.212416
74,2,10.1.1.3,10.1.1.1,7706952,5198984,7326,4942,1.074329,100.501896,99.427567,0.418313,1.212416
74,3,10.1.1.2,10.1.1.3,24848,24688,595,591,1.027657,99.870306,98.842649,0.001998,1.212416
74,4,10.1.1.2,10.1.1.1,4320,4272,90,89,1.022593,99.877354,98.854761,0.000346,1.212416
74,5,10.1.1.3,10.1.1.2,2700,2400,90,80,1.042878,100.369201,99.326323,0.000193,1.212416
74,6,10.1.1.1,10.1.1.2,3888,3888,81,81,3.371724,97.143437,93.771714,0.000332,1.212416
75,1,10.1.1.2,10.1.1.1,7812152,7693276,7426,7313,1.010342,100.433670,99.423328,0.619032,1.228800
75,2,10.1.1.3,10.1.1.1,7811100,5230544,7425,4972,1.069179,100.857459,99.788281,0.419331,1.228800
75,3,10.1.1.2,10.1.1.3,16648,16440,391,386,1.022217,100.574172,99.551955,0.001321,1.228800
75,4,10.1.1.2,10.1.1.1,3936,3936,82,82,1.013011,100.576362,99.563352,0.000316,1.228800
75,5,10.1.1.3,10.1.1.2,2508,2118,83,70,1.038478,100.781068,99.742590,0.000170,1.228800
75,6,10.1.1.1,10.1.1.2,3840,3696,80,77,4.190045,99.078741,94.888697,0.000312,1.228800
76,1,10.1.1.2,10.1.1.1,7915248,7743772,7524,7361,1.009301,100.476750,99.467449,0.622819,1.245184
76,2,10.1.1.3,10.1.1.1,7915248,5087472,7524,4836,1.057513,101.143936,100.086423,0.406646,1.245184
76,3,10.1.1.2,10.1.1.3,24808,24680,595,592,1.025606,100.934960,99.909354,0.001976,1.245184
76,4,10.1.1.2,10.1.1.1,3408,3360,71,70,1.014070,99.337959,98.323889,0.000273,1.245184
76,5,10.1.1.3,10.1.1.2,2100,1830,70,61,1.040967,99.828933,98.787965,0.000148,1.245184
76,6,10.1.1.1,10.1.1.2,5136,5136,107,107,3.475743,100.933474,97.457731,0.000422,1.245184
77,1,10.1.1.2,10.1.1.1,8019396,7838452,7623,7451,1.007422,100.147469,99.140047,0.632515,1.261568
77,2,10.1.1.3,10.1.1.1,8019396,5012780,7623,4765,1.057943,100.480008,99.422064,0.403354,1.261568
77,3,10.1.1.2,10.1.1.3,26096,26048,628,627,1.024637,99.876938,98.852301,0.002108,1.261568
77,4,10.1.1.2,10.1.1.1,3648,3648,76,76,1.020693,98.462388,97.441694,0.000300,1.261568
77,5,10.1.1.3,10.1.1.2,2280,2130,76,71,1.038188,98.444574,97.406386,0.000175,1.261568
77,6,10.1.1.1,10.1.1.2,4848,4848,101,101,3.304532,99.645357,96.340825,0.000403,1.261568
78,1,10.1.1.2,10.1.1.1,8123544,7913144,7722,7522,1.009402,100.287441,99.278039,0.637655,1.277952
78,2,10.1.1.3,10.1.1.1,8123544,4974908,7722,4729,1.071443,100.658291,99.586849,0.399644,1.277952
78,3,10.1.1.2,10.1.1.3,22504,22256,539,533,1.022397,100.092386,99.069989,0.001797,1.277952
78,4,10.1.1.2,10.1.1.1,3120,3120,65,65,1.012071,100.093933,99.081862,0.000252,1.277952
78,5,10.1.1.3,10.1.1.2,1950,1470,65,49,1.029075,100.661504,99.632429,0.000118,1.277952
78,6,10.1.1.1,10.1.1.2,5232,5136,109,107,4.127581,97.180671,93.053089,0.000442,1.277952
79,1,10.1.1.2,10.1.1.1,8227692,8076204,7821,7677,1.010493,100.422561,99.412068,0.649917,1.294336
79,2,10.1.1.3,10.1.1.1,8227692,4896008,7821,4654,1.056664,100.804154,99.747490,0.392672,1.294336
79,3,10.1.1.2,10.1.1.3,25424,25376,611,610,1.024027,100.521599,99.497572,0.002040,1.294336
79,4,10.1.1.2,10.1.1.1,3408,3312,71,69,1.020204,100.943168,99.922964,0.000265,1.294336
79,5,10.1.1.3,10.1.1.2,2118,1938,70,64,1.037129,100.941562,99.904433,0.000155,1.294336
79,6,10.1.1.1,10.1.1.2,5184,5184,108,108,4.281489,98.984921,94.703432,0.000438,1.294336
80,1,10.1.1.2,10.1.1.1,8331840,8142480,7920,7740,1.015402,100.438596,99.423194,0.655178,1.310720
80,2,10.1.1.3,10.1.1.1,8331840,4705596,7920,4473,1.085515,100.924607,99.839092,0.377054,1.310720
80,3,10.1.1.2,10.1.1.3,23672,23384,569,562,1.033819,101.312219,100.278399,0.001866,1.310720
80,4,10.1.1.2,10.1.1.1,2880,2880,60,60,1.023433,101.367781,100.344347,0.000230,1.310720
80,5,10.1.1.3,10.1.1.2,1740,1500,58,50,1.048701,100.828552,99.779851,0.000120,1.310720
80,6,10.1.1.1,10.1.1.2,5598,5502,117,115,4.452936,101.369135,96.916199,0.000454,1.310720
81,1,10.1.1.2,10.1.1.1,8437040,8243472,8020,7836,1.016333,100.254900,99.238567,0.664538,1.327104
81,2,10.1.1.3,10.1.1.1,8435988,4655100,8019,4425,1.065417,100.580088,99.514671,0.374224,1.327104
81,3,10.1.1.2,10.1.1.3,26232,26192,633,632,1.034010,100.726156,99.692146,0.002102,1.327104
81,4,10.1.1.2,10.1.1.1,2592,2592,54,54,1.024564,100.748581,99.724017,0.000208,1.327104
81,5,10.1.1.3,10.1.1.2,1560,1350,52,45,1.049091,99.626240,98.577149,0.000110,1.327104
81,6,10.1.1.1,10.1.1.2,6366,6366,133,133,3.016592,100.750075,97.733482,0.000521,1.327104
82,1,10.1.1.2,10.1.1.1,8540136,8287656,8118,7878,1.015241,100.255512,99.240271,0.668088,1.343488
82,2,10.1.1.3,10.1.1.1,8540136,4699284,8118,4467,1.067897,100.526134,99.458237,0.377991,1.343488
82,3,10.1.1.2,10.1.1.3,25616,25408,618,613,1.035340,100.017903,98.982563,0.002054,1.343488
82,4,10.1.1.2,10.1.1.1,2400,2400,50,50,1.023213,100.020763,98.997550,0.000194,1.343488
82,5,10.1.1.3,10.1.1.2,1500,1140,50,38,1.048381,100.019237,98.970855,0.000092,1.343488
82,6,10.1.1.1,10.1.1.2,5952,5856,124,122,4.040063,98.403944,94.363881,0.000496,1.343488
83,1,10.1.1.2,10.1.1.1,8644284,8391804,8217,7977,1.012321,100.347758,99.335436,0.675836,1.359872
83,2,10.1.1.3,10.1.1.1,8644284,4637216,8217,4408,1.055249,100.660027,99.604778,0.372449,1.359872
83,3,10.1.1.2,10.1.1.3,28976,28856,700,697,1.024476,100.661634,99.637158,0.002317,1.359872
83,4,10.1.1.2,10.1.1.1,3312,3312,69,69,1.020433,100.111158,99.090725,0.000267,1.359872
83,5,10.1.1.3,10.1.1.2,2166,1806,71,59,1.036437,100.391223,99.354786,0.000145,1.359872
83,6,10.1.1.1,10.1.1.2,5808,5808,121,121,3.631551,100.654525,97.022975,0.000479,1.359872
84,1,10.1.1.2,10.1.1.1,8748432,8450716,8316,8033,1.011361,100.298316,99.286955,0.680912,1.376256
84,2,10.1.1.3,10.1.1.1,8748432,4471000,8316,4250,1.077968,100.563527,99.485558,0.359530,1.376256
84,3,10.1.1.2,10.1.1.3,35152,34904,854,848,1.024794,100.061771,99.036977,0.002819,1.376256
84,4,10.1.1.2,10.1.1.1,2640,2544,55,53,1.020831,100.063338,99.042507,0.000205,1.376256
84,5,10.1.1.3,10.1.1.2,1668,1398,55,46,1.037175,100.550603,99.513428,0.000112,1.376256
84,6,10.1.1.1,10.1.1.2,7248,7248,151,151,3.064153,98.342070,95.277917,0.000609,1.376256
85,1,10.1.1.2,10.1.1.1,8852580,8600100,8415,8175,1.014361,100.385939,99.371578,0.692359,1.392640
85,2,10.1.1.3,10.1.1.1,8852580,4560420,8415,4335,1.066485,100.761875,99.695390,0.365948,1.392640
85,3,10.1.1.2,10.1.1.3,29016,28976,701,700,1.032159,100.269298,99.237139,0.002336,1.392640
85,4,10.1.1.2,10.1.1.1,2304,2304,48,48,1.022693,100.270844,99.248152,0.000186,1.392640
85,5,10.1.1.3,10.1.1.2,1440,1170,48,39,1.047170,100.739345,99.692175,0.000094,1.392640
85,6,10.1.1.1,10.1.1.2,7200,7200,150,150,2.870863,97.170030,94.299167,0.000611,1.392640
86,1,10.1.1.2,10.1.1.1,8956728,8589580,8514,8165,1.009362,100.398151,99.388789,0.691392,1.409024
86,2,10.1.1.3,10.1.1.1,8956728,4308992,8514,4096,1.305007,100.932749,99.627742,0.346007,1.409024
86,3,10.1.1.2,10.1.1.3,36824,36416,896,886,1.264775,100.408948,99.144174,0.002938,1.409024
86,4,10.1.1.2,10.1.1.1,2352,2352,49,49,1.254069,98.904710,97.650641,0.000193,1.409024
86,5,10.1.1.3,10.1.1.2,1470,1200,49,40,1.279956,98.903244,97.623288,0.000098,1.409024
86,6,10.1.1.1,10.1.1.2,7152,7104,149,148,4.244377,100.190464,95.946087,0.000592,1.409024
87,1,10.1.1.2,10.1.1.1,9060876,8732652,8613,8301,1.011301,100.376958,99.365656,0.703072,1.425408
87,2,10.1.1.3,10.1.1.1,9060876,4376320,8613,4160,1.072495,100.952632,99.880137,0.350526,1.425408
87,3,10.1.1.2,10.1.1.3,34048,33888,827,823,1.032047,100.515627,99.483580,0.002725,1.425408
87,4,10.1.1.2,10.1.1.1,2064,2064,43,43,1.019481,100.517153,99.497673,0.000166,1.425408
87,5,10.1.1.3,10.1.1.2,1308,978,43,32,1.047398,100.456947,99.409549,0.000079,1.425408
87,6,10.1.1.1,10.1.1.2,7710,7710,161,161,3.007063,100.518487,97.511424,0.000633,1.425408
88,1,10.1.1.2,10.1.1.1,9166076,8752640,8713,8320,1.008362,100.364735,99.356373,0.704747,1.441792
88,2,10.1.1.3,10.1.1.1,9165024,4182752,8712,3976,1.085615,100.928269,99.842654,0.335148,1.441792
88,3,10.1.1.2,10.1.1.3,41208,41000,1006,1001,1.031589,100.431275,99.399686,0.003300,1.441792
88,4,10.1.1.2,10.1.1.1,2592,2496,54,52,1.022063,97.518590,96.496527,0.000207,1.441792
88,5,10.1.1.3,10.1.1.2,1764,1494,57,48,1.044131,98.004179,96.960048,0.000123,1.441792
88,6,10.1.1.1,10.1.1.2,7680,7632,160,159,3.051902,100.380057,97.328155,0.000627,1.441792
89,1,10.1.1.2,10.1.1.1,9270224,8824176,8812,8388,1.013402,100.498036,99.484634,0.709591,1.458176
89,2,10.1.1.3,10.1.1.1,9269172,4199584,8811,3992,1.072497,100.917842,99.845345,0.336487,1.458176
89,3,10.1.1.2,10.1.1.3,40008,39664,976,968,1.032031,100.589327,99.557296,0.003187,1.458176
89,4,10.1.1.2,10.1.1.1,2640,2400,55,50,1.022645,97.895638,96.872993,0.000198,1.458176
89,5,10.1.1.3,10.1.1.2,1764,1314,57,42,1.045492,98.363826,97.318334,0.000108,1.458176
89,6,10.1.1.1,10.1.1.2,7488,7488,156,156,3.102465,100.587741,97.485276,0.000614,1.458176
90,1,10.1.1.2,10.1.1.1,9374372,9020900,8911,8575,1.010213,100.490357,99.480144,0.725443,1.474560
90,2,10.1.1.3,10.1.1.1,9373320,4064928,8910,3864,1.064547,100.648777,99.584230,0.326552,1.474560
90,3,10.1.1.2,10.1.1.3,36232,35904,880,872,1.031090,100.662309,99.631219,0.002883,1.474560
90,4,10.1.1.2,10.1.1.1,2448,2448,51,51,1.018704,100.666204,99.647500,0.000197,1.474560
90,5,10.1.1.3,10.1.1.2,1692,1422,54,45,1.045191,100.664798,99.619607,0.000114,1.474560
90,6,10.1.1.1,10.1.1.2,7680,7584,160,158,4.495333,98.015426,93.520093,0.000649,1.474560
91,1,10.1.1.2,10.1.1.1,9477468,9039836,9009,8593,1.011333,100.441404,99.430071,0.727332,1.490944
91,2,10.1.1.3,10.1.1.1,9477468,4073344,9009,3872,1.083607,100.780939,99.697331,0.326857,1.490944
91,3,10.1.1.2,10.1.1.3,41456,41368,1010,1008,1.023207,100.783507,99.760300,0.003317,1.490944
91,4,10.1.1.2,10.1.1.1,2400,2352,50,49,1.019464,100.501893,99.482429,0.000189,1.490944
91,5,10.1.1.3,10.1.1.2,1470,1170,49,39,1.041961,100.784841,99.742880,0.000094,1.490944
91,6,10.1.1.1,10.1.1.2,8400,8400,175,175,4.412581,98.968523,94.555942,0.000711,1.490944
92,1,10.1.1.2,10.1.1.1,9582668,9146088,9109,8694,1.015212,100.607391,99.592179,0.734683,1.507328
92,2,10.1.1.3,10.1.1.1,9581616,3969196,9108,3773,1.069987,101.007274,99.937286,0.317735,1.507328
92,3,10.1.1.2,10.1.1.3,41352,41144,1009,1004,1.035537,100.608797,99.573260,0.003306,1.507328
92,4,10.1.1.2,10.1.1.1,1680,1632,35,34,1.026171,99.392848,98.366676,0.000133,1.507328
92,5,10.1.1.3,10.1.1.2,1164,714,37,22,1.047839,85.630016,84.582177,0.000068,1.507328
92,6,10.1.1.1,10.1.1.2,8928,8928,186,186,3.158984,100.576293,97.417309,0.000733,1.507328
93,1,10.1.1.2,10.1.1.1,9686816,9188168,9208,8734,1.019309,100.431795,99.412485,0.739398,1.523712
93,2,10.1.1.3,10.1.1.1,9685764,3878724,9207,3687,1.311919,100.967590,99.655671,0.311370,1.523712
93,3,10.1.1.2,10.1.1.3,42200,41904,1031,1024,1.277890,100.467508,99.189618,0.003380,1.523712
93,4,10.1.1.2,10.1.1.1,1824,1680,38,35,1.265824,87.818684,86.552860,0.000155,1.523712
93,5,10.1.1.3,10.1.1.2,1140,930,38,31,1.284429,87.792197,86.507768,0.000086,1.523712
93,6,10.1.1.1,10.1.1.2,8688,8544,181,178,4.593631,100.238621,95.644989,0.000715,1.523712
94,1,10.1.1.2,10.1.1.1,9789912,9347020,9306,8885,1.019590,100.457969,99.438379,0.751985,1.540096
