n_packets,FlowID,SourceAddress,DestinationAddress,TxBytes,RxBytes,TxPackets,RxPackets,start time, stop time, duration, Throughput_Mbps,OfferedLoad_Mbps,QueueLen_pkts,MeanDelay_ms
211,2,10.1.1.3,10.1.1.1,4215364,18936,4007,18,1.132891,1.770992,0.638100,0.237405,1.728512,99.344186,394.000000
211,3,10.1.1.2,10.1.1.3,1880,88,45,2,1.035037,1.841542,0.806506,0.000873,1.728512,99.344186,27.000000
211,4,10.1.1.2,10.1.1.1,480,48,10,1,1.036523,1.036523,0.000000,0.000000,1.728512,99.344186,21.000000
211,5,10.1.1.3,10.1.1.2,30,30,1,1,1.054447,1.054447,0.000000,0.000000,1.728512,99.344186,19.000000
212,1,10.1.1.2,10.1.1.1,4238508,73640,4029,70,1.018350,1.836107,0.817757,0.720409,1.736704,109.525581,225.000000
212,2,10.1.1.3,10.1.1.1,4235352,17884,4026,17,1.324215,1.830644,0.506429,0.282511,1.736704,109.525581,483.000000
212,3,10.1.1.2,10.1.1.3,9528,48,236,1,1.053710,1.053710,0.000000,0.000000,1.736704,109.525581,28.000000
212,4,10.1.1.2,10.1.1.1,528,48,11,1,1.085984,1.085984,0.000000,0.000000,1.736704,109.525581,60.000000
212,5,10.1.1.3,10.1.1.2,30,30,1,1,1.132117,1.132117,0.000000,0.000000,1.736704,109.525581,78.000000
213,1,10.1.1.2,10.1.1.1,4257444,252480,4047,240,1.013110,2.634520,1.621410,1.245730,1.744896,98.916279,172.000000
213,2,10.1.1.3,10.1.1.1,4255340,3156,4045,3,2.540960,2.590342,0.049381,0.511286,1.744896,98.916279,1197.000000
213,3,10.1.1.2,10.1.1.3,3848,48,94,1,1.044199,1.044199,0.000000,0.000000,1.744896,98.916279,24.000000
213,4,10.1.1.2,10.1.1.1,528,48,11,1,1.051169,1.051169,0.000000,0.000000,1.744896,98.916279,31.000000
213,5,10.1.1.3,10.1.1.2,30,30,1,1,2.072096,2.072096,0.000000,0.000000,1.744896,98.916279,1027.000000
214,1,10.1.1.2,10.1.1.1,4278484,313496,4067,298,1.014209,3.238140,2.223930,1.127719,1.753088,191.223256,524.000000
214,2,10.1.1.3,10.1.1.1,4275328,41028,4064,39,1.222535,2.267228,1.044693,0.314182,1.753088,191.223256,622.000000
214,3,10.1.1.2,10.1.1.3,208,168,5,4,1.058043,1.870688,0.812646,0.001654,1.753088,191.223256,20.000000
214,4,10.1.1.2,10.1.1.1,48,48,1,1,1.041959,1.041959,0.000000,0.000000,1.753088,191.223256,20.000000
214,5,10.1.1.3,10.1.1.2,30,30,1,1,1.090522,1.090522,0.000000,0.000000,1.753088,191.223256,32.000000
214,6,10.1.1.1,10.1.1.2,96,96,2,2,2.292591,2.462000,0.169409,0.004533,1.753088,191.223256,217.000000
215,1,10.1.1.2,10.1.1.1,4297420,76796,4085,73,1.015261,1.838944,0.823684,0.745879,1.761280,191.497674,213.000000
215,2,10.1.1.3,10.1.1.1,4295316,18936,4083,18,1.250825,1.849908,0.599083,0.252867,1.761280,191.497674,410.000000
215,3,10.1.1.2,10.1.1.3,1288,48,32,1,1.048609,1.048609,0.000000,0.000000,1.761280,191.497674,21.000000
215,4,10.1.1.2,10.1.1.1,48,48,1,1,1.050196,1.050196,0.000000,0.000000,1.761280,191.497674,22.000000
215,5,10.1.1.3,10.1.1.2,30,30,1,1,1.096583,1.096583,0.000000,0.000000,1.761280,191.497674,47.000000
216,1,10.1.1.2,10.1.1.1,4317408,66276,4104,63,1.009413,1.811290,0.801877,0.661209,1.769472,99.293023,249.000000
216,2,10.1.1.3,10.1.1.1,4315304,18936,4102,18,1.210944,1.749450,0.538505,0.281312,1.769472,99.293023,386.000000
216,3,10.1.1.2,10.1.1.3,3944,88,97,2,1.052837,1.805667,0.752830,0.000935,1.769472,99.293023,19.000000
216,4,10.1.1.2,10.1.1.1,384,48,8,1,1.060876,1.060876,0.000000,0.000000,1.769472,99.293023,41.000000
216,5,10.1.1.3,10.1.1.2,30,30,1,1,1.066685,1.066685,0.000000,0.000000,1.769472,99.293023,13.000000
217,1,10.1.1.2,10.1.1.1,4337396,268260,4123,255,1.014370,2.717974,1.703604,1.259729,1.777664,184.348837,172.000000
217,2,10.1.1.3,10.1.1.1,4335292,5260,4121,5,2.480246,2.689470,0.209224,0.201124,1.777664,184.348837,954.000000
217,3,10.1.1.2,10.1.1.3,288,128,7,3,1.037415,2.724790,1.687376,0.000607,1.777664,184.348837,32.000000
217,4,10.1.1.2,10.1.1.1,48,48,1,1,1.038901,1.038901,0.000000,0.000000,1.777664,184.348837,22.000000
217,5,10.1.1.3,10.1.1.2,30,30,1,1,2.056524,2.056524,0.000000,0.000000,1.777664,184.348837,1019.000000
217,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.777664,184.348837,0.000000
218,1,10.1.1.2,10.1.1.1,4357384,248272,4142,236,1.016190,2.598079,1.581889,1.255572,1.785856,183.520930,165.000000
218,2,10.1.1.3,10.1.1.1,4355280,0,4140,0,0.000000,0.000000,0.000000,0.000000,1.785856,183.520930,0.000000
218,3,10.1.1.2,10.1.1.3,3528,48,88,1,1.067412,1.067412,0.000000,0.000000,1.785856,183.520930,44.000000
218,4,10.1.1.2,10.1.1.1,48,48,1,1,1.047992,1.047992,0.000000,0.000000,1.785856,183.520930,24.000000
218,5,10.1.1.3,10.1.1.2,30,30,1,1,2.103581,2.103581,0.000000,0.000000,1.785856,183.520930,1036.000000
219,1,10.1.1.2,10.1.1.1,4378424,71536,4162,68,1.018450,1.812456,0.794006,0.720760,1.794048,191.525581,269.000000
219,2,10.1.1.3,10.1.1.1,4375268,11572,4159,11,1.361331,1.795850,0.434519,0.213054,1.794048,191.525581,429.000000
219,3,10.1.1.2,10.1.1.3,1448,48,36,1,1.097845,1.097845,0.000000,0.000000,1.794048,191.525581,77.000000
219,4,10.1.1.2,10.1.1.1,48,48,1,1,1.124366,1.124366,0.000000,0.000000,1.794048,191.525581,104.000000
219,5,10.1.1.3,10.1.1.2,30,30,1,1,1.130094,1.130094,0.000000,0.000000,1.794048,191.525581,32.000000
219,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.794048,191.525581,0.000000
220,1,10.1.1.2,10.1.1.1,4397360,66276,4180,63,1.008253,1.799876,0.791623,0.669773,1.802240,100.716279,221.000000
220,2,10.1.1.3,10.1.1.1,4395256,13676,4178,13,1.360234,1.744873,0.384639,0.284444,1.802240,100.716279,439.000000
220,3,10.1.1.2,10.1.1.3,7072,48,175,1,1.052685,1.052685,0.000000,0.000000,1.802240,100.716279,27.000000
220,4,10.1.1.2,10.1.1.1,432,48,9,1,1.051078,1.051078,0.000000,0.000000,1.802240,100.716279,26.000000
220,5,10.1.1.3,10.1.1.2,30,30,1,1,1.129842,1.129842,0.000000,0.000000,1.802240,100.716279,77.000000
220,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.802240,100.716279,0.000000
221,1,10.1.1.2,10.1.1.1,4417348,103096,4199,98,1.015229,1.955622,0.940393,0.877046,1.810432,97.851163,166.000000
221,2,10.1.1.3,10.1.1.1,4415244,12624,4197,12,1.564090,1.944578,0.380488,0.265428,1.810432,97.851163,472.000000
221,3,10.1.1.2,10.1.1.3,880,88,20,2,1.279918,1.939055,0.659137,0.001068,1.810432,97.851163,12.000000
221,4,10.1.1.2,10.1.1.1,480,48,10,1,1.415553,1.415553,0.000000,0.000000,1.810432,97.851163,155.000000
221,5,10.1.1.3,10.1.1.2,30,30,1,1,1.309465,1.309465,0.000000,0.000000,1.810432,97.851163,29.000000
221,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.810432,97.851163,0.000000
222,1,10.1.1.2,10.1.1.1,4437336,63120,4218,60,1.013381,1.775851,0.762471,0.662268,1.818624,191.869767,239.000000
222,2,10.1.1.3,10.1.1.1,4435232,17884,4216,17,1.155298,1.732014,0.576716,0.248080,1.818624,191.869767,354.000000
222,3,10.1.1.2,10.1.1.3,208,88,5,2,1.034794,1.786918,0.752123,0.000936,1.818624,191.869767,13.000000
222,4,10.1.1.2,10.1.1.1,48,48,1,1,1.041963,1.041963,0.000000,0.000000,1.818624,191.869767,21.000000
222,5,10.1.1.3,10.1.1.2,30,30,1,1,1.048642,1.048642,0.000000,0.000000,1.818624,191.869767,13.000000
222,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.818624,191.869767,0.000000
223,1,10.1.1.2,10.1.1.1,4457324,115720,4237,110,1.009402,2.007286,0.997884,0.927723,1.826816,189.948837,169.000000
223,2,10.1.1.3,10.1.1.1,4455220,13676,4235,13,1.496376,1.941598,0.445221,0.245738,1.826816,189.948837,458.000000
223,3,10.1.1.2,10.1.1.3,408,48,10,1,1.284748,1.284748,0.000000,0.000000,1.826816,189.948837,27.000000
223,4,10.1.1.2,10.1.1.1,48,48,1,1,1.391874,1.391874,0.000000,0.000000,1.826816,189.948837,134.000000
223,5,10.1.1.3,10.1.1.2,30,30,1,1,1.302492,1.302492,0.000000,0.000000,1.826816,189.948837,17.000000
224,1,10.1.1.2,10.1.1.1,4477312,116772,4256,111,1.015489,2.000612,0.985122,0.948284,1.835008,189.916279,175.000000
224,2,10.1.1.3,10.1.1.1,4475208,13676,4254,13,1.527955,1.912617,0.384661,0.284427,1.835008,189.916279,444.000000
224,3,10.1.1.2,10.1.1.3,1088,48,27,1,1.284051,1.284051,0.000000,0.000000,1.835008,189.916279,25.000000
224,4,10.1.1.2,10.1.1.1,48,48,1,1,1.379715,1.379715,0.000000,0.000000,1.835008,189.916279,121.000000
224,5,10.1.1.3,10.1.1.2,30,30,1,1,1.318103,1.318103,0.000000,0.000000,1.835008,189.916279,34.000000
224,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.835008,189.916279,0.000000
225,1,10.1.1.2,10.1.1.1,4498352,59964,4276,57,1.017269,1.759739,0.742469,0.646104,1.843200,191.953488,296.000000
225,2,10.1.1.3,10.1.1.1,4495196,19988,4273,19,1.237156,1.732447,0.495291,0.322849,1.843200,191.953488,377.000000
225,3,10.1.1.2,10.1.1.3,248,88,6,2,1.051145,1.777199,0.726053,0.000970,1.843200,191.953488,26.000000
225,4,10.1.1.2,10.1.1.1,48,48,1,1,1.070615,1.070615,0.000000,0.000000,1.843200,191.953488,52.000000
225,5,10.1.1.3,10.1.1.2,30,30,1,1,1.063566,1.063566,0.000000,0.000000,1.843200,191.953488,12.000000
225,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.843200,191.953488,0.000000
226,1,10.1.1.2,10.1.1.1,4517288,61016,4294,58,1.019169,1.787951,0.768781,0.634937,1.851392,191.920930,262.000000
226,2,10.1.1.3,10.1.1.1,4515184,16832,4292,16,1.178496,1.727521,0.549025,0.245264,1.851392,191.920930,328.000000
226,3,10.1.1.2,10.1.1.3,208,128,5,3,1.034980,1.794927,0.759947,0.001347,1.851392,191.920930,14.000000
226,4,10.1.1.2,10.1.1.1,48,48,1,1,1.063309,1.063309,0.000000,0.000000,1.851392,191.920930,42.000000
226,5,10.1.1.3,10.1.1.2,30,30,1,1,1.055210,1.055210,0.000000,0.000000,1.851392,191.920930,20.000000
226,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.851392,191.920930,0.000000
227,1,10.1.1.2,10.1.1.1,4538328,61016,4314,58,1.017509,1.765106,0.747597,0.652930,1.859584,99.083721,234.000000
227,2,10.1.1.3,10.1.1.1,4535172,12624,4311,12,1.281411,1.682453,0.401041,0.251824,1.859584,99.083721,386.000000
227,3,10.1.1.2,10.1.1.3,4064,88,100,2,1.059644,1.782339,0.722694,0.000974,1.859584,99.083721,26.000000
227,4,10.1.1.2,10.1.1.1,384,48,8,1,1.072966,1.072966,0.000000,0.000000,1.859584,99.083721,42.000000
227,5,10.1.1.3,10.1.1.2,30,30,1,1,1.098888,1.098888,0.000000,0.000000,1.859584,99.083721,39.000000
227,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.859584,99.083721,0.000000
228,1,10.1.1.2,10.1.1.1,4557264,65224,4332,62,1.017161,1.778688,0.761527,0.685192,1.867776,191.758140,239.000000
228,2,10.1.1.3,10.1.1.1,4555160,17884,4330,17,1.238947,1.762201,0.523253,0.273428,1.867776,191.758140,415.000000
228,3,10.1.1.2,10.1.1.3,1848,48,46,1,1.053386,1.053386,0.000000,0.000000,1.867776,191.758140,29.000000
228,4,10.1.1.2,10.1.1.1,48,48,1,1,1.051679,1.051679,0.000000,0.000000,1.867776,191.758140,27.000000
228,5,10.1.1.3,10.1.1.2,30,30,1,1,1.090787,1.090787,0.000000,0.000000,1.867776,191.758140,37.000000
229,1,10.1.1.2,10.1.1.1,4578304,103096,4352,98,1.018301,1.931353,0.913052,0.903309,1.875968,97.995349,180.000000
229,2,10.1.1.3,10.1.1.1,4575148,10520,4349,10,1.683650,1.903841,0.220191,0.382214,1.875968,97.995349,511.000000
229,3,10.1.1.2,10.1.1.3,1160,88,27,2,1.285102,1.938269,0.653166,0.001078,1.875968,97.995349,15.000000
229,4,10.1.1.2,10.1.1.1,480,48,10,1,1.490850,1.490850,0.000000,0.000000,1.875968,97.995349,228.000000
229,5,10.1.1.3,10.1.1.2,30,30,1,1,1.341561,1.341561,0.000000,0.000000,1.875968,97.995349,56.000000
230,1,10.1.1.2,10.1.1.1,4598292,63120,4371,60,1.020213,1.793198,0.772985,0.653260,1.884160,99.497674,243.000000
230,2,10.1.1.3,10.1.1.1,4595136,16832,4368,16,1.166455,1.775685,0.609231,0.221026,1.884160,99.497674,414.000000
230,3,10.1.1.2,10.1.1.3,4104,128,101,3,1.030849,1.800114,0.769265,0.001331,1.884160,99.497674,13.000000
230,4,10.1.1.2,10.1.1.1,384,48,8,1,1.044171,1.044171,0.000000,0.000000,1.884160,99.497674,29.000000
230,5,10.1.1.3,10.1.1.2,30,30,1,1,1.056413,1.056413,0.000000,0.000000,1.884160,99.497674,25.000000
230,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.884160,99.497674,0.000000
231,1,10.1.1.2,10.1.1.1,4618280,61016,4390,58,1.009222,1.761643,0.752421,0.648744,1.892352,192.037209,252.000000
231,2,10.1.1.3,10.1.1.1,4615124,14728,4387,14,1.161754,1.712104,0.550349,0.214089,1.892352,192.037209,326.000000
231,3,10.1.1.2,10.1.1.3,248,88,6,2,1.036944,1.771388,0.734444,0.000959,1.892352,192.037209,16.000000
231,4,10.1.1.2,10.1.1.1,48,48,1,1,1.043893,1.043893,0.000000,0.000000,1.892352,192.037209,24.000000
231,5,10.1.1.3,10.1.1.2,30,30,1,1,1.050532,1.050532,0.000000,0.000000,1.892352,192.037209,13.000000
232,1,10.1.1.2,10.1.1.1,4637216,107304,4408,102,1.007381,1.940489,0.933108,0.919971,1.900544,190.051163,169.000000
232,2,10.1.1.3,10.1.1.1,4635112,10520,4406,10,1.616177,1.923942,0.307765,0.273455,1.900544,190.051163,501.000000
232,3,10.1.1.2,10.1.1.3,2368,48,59,1,1.278112,1.278112,0.000000,0.000000,1.900544,190.051163,19.000000
232,4,10.1.1.2,10.1.1.1,48,48,1,1,1.440145,1.440145,0.000000,0.000000,1.900544,190.051163,181.000000
232,5,10.1.1.3,10.1.1.2,30,30,1,1,1.312487,1.312487,0.000000,0.000000,1.900544,190.051163,34.000000
233,1,10.1.1.2,10.1.1.1,4658256,113616,4428,108,1.017269,1.970174,0.952905,0.953850,1.908736,98.697674,166.000000
233,2,10.1.1.3,10.1.1.1,4655100,12624,4425,12,1.496921,1.953688,0.456767,0.221102,1.908736,98.697674,469.000000
233,3,10.1.1.2,10.1.1.3,960,88,22,2,1.274127,1.985541,0.711414,0.000990,1.908736,98.697674,21.000000
233,4,10.1.1.2,10.1.1.1,480,48,10,1,1.392477,1.392477,0.000000,0.000000,1.908736,98.697674,138.000000
233,5,10.1.1.3,10.1.1.2,30,30,1,1,1.286308,1.286308,0.000000,0.000000,1.908736,98.697674,12.000000
234,1,10.1.1.2,10.1.1.1,4678244,171476,4447,163,1.015089,2.452348,1.437259,0.954461,1.916928,191.581395,441.000000
234,2,10.1.1.3,10.1.1.1,4675088,37872,4444,36,1.323827,2.226489,0.902662,0.335647,1.916928,191.581395,678.000000
234,3,10.1.1.2,10.1.1.3,128,88,3,2,1.037873,1.824197,0.786325,0.000895,1.916928,191.581395,12.000000
234,4,10.1.1.2,10.1.1.1,48,48,1,1,1.050545,1.050545,0.000000,0.000000,1.916928,191.581395,27.000000
234,5,10.1.1.3,10.1.1.2,30,30,1,1,1.120723,1.120723,0.000000,0.000000,1.916928,191.581395,82.000000
234,6,10.1.1.1,10.1.1.2,48,48,1,1,2.274224,2.274224,0.000000,0.000000,1.916928,191.581395,454.000000
235,1,10.1.1.2,10.1.1.1,4698232,73640,4466,70,1.009341,1.863793,0.854452,0.689471,1.925120,99.702326,303.000000
235,2,10.1.1.3,10.1.1.1,4695076,21040,4463,20,1.177620,1.816533,0.638913,0.263447,1.925120,99.702326,372.000000
235,3,10.1.1.2,10.1.1.3,1760,168,42,4,1.036348,1.876252,0.839904,0.001600,1.925120,99.702326,16.000000
235,4,10.1.1.2,10.1.1.1,480,48,10,1,1.038015,1.038015,0.000000,0.000000,1.925120,99.702326,24.000000
235,5,10.1.1.3,10.1.1.2,30,30,1,1,1.050416,1.050416,0.000000,0.000000,1.925120,99.702326,14.000000
235,6,10.1.1.1,10.1.1.2,96,0,2,0,0.000000,0.000000,0.000000,0.000000,1.925120,99.702326,0.000000
236,1,10.1.1.2,10.1.1.1,4718220,61016,4485,58,1.014481,1.750539,0.736059,0.663164,1.933312,191.939535,245.000000
236,2,10.1.1.3,10.1.1.1,4715064,13676,4482,13,1.245038,1.673750,0.428712,0.255202,1.933312,191.939535,381.000000
236,3,10.1.1.2,10.1.1.3,1968,48,49,1,1.040639,1.040639,0.000000,0.000000,1.933312,191.939535,19.000000
236,4,10.1.1.2,10.1.1.1,48,48,1,1,1.073112,1.073112,0.000000,0.000000,1.933312,191.939535,51.000000
236,5,10.1.1.3,10.1.1.2,30,30,1,1,1.079141,1.079141,0.000000,0.000000,1.933312,191.939535,38.000000
237,1,10.1.1.2,10.1.1.1,4738208,237752,4504,226,1.019369,2.467887,1.448518,1.313078,1.941504,95.465116,193.000000
237,2,10.1.1.3,10.1.1.1,4735052,0,4501,0,0.000000,0.000000,0.000000,0.000000,1.941504,95.465116,0.000000
237,3,10.1.1.2,10.1.1.3,3392,88,83,2,1.046633,2.490662,1.444029,0.000488,1.941504,95.465116,29.000000
237,4,10.1.1.2,10.1.1.1,432,48,9,1,1.059915,1.059915,0.000000,0.000000,1.941504,95.465116,33.000000
237,5,10.1.1.3,10.1.1.2,30,30,1,1,2.065655,2.065655,0.000000,0.000000,1.941504,95.465116,1019.000000
237,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.941504,95.465116,0.000000
238,1,10.1.1.2,10.1.1.1,4757144,105200,4522,100,1.019178,1.926577,0.907399,0.927486,1.949696,190.162791,174.000000
238,2,10.1.1.3,10.1.1.1,4755040,10520,4520,10,1.612385,1.908708,0.296323,0.284015,1.949696,190.162791,492.000000
238,3,10.1.1.2,10.1.1.3,1048,48,26,1,1.296417,1.296417,0.000000,0.000000,1.949696,190.162791,27.000000
238,4,10.1.1.2,10.1.1.1,48,48,1,1,1.475411,1.475411,0.000000,0.000000,1.949696,190.162791,206.000000
238,5,10.1.1.3,10.1.1.2,30,30,1,1,1.314321,1.314321,0.000000,0.000000,1.949696,190.162791,17.000000
238,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.949696,190.162791,0.000000
239,1,10.1.1.2,10.1.1.1,4778184,56808,4542,54,1.016501,1.725910,0.709409,0.640623,1.957888,98.962791,233.000000
239,2,10.1.1.3,10.1.1.1,4775028,10520,4539,10,1.302760,1.703920,0.401160,0.209792,1.957888,98.962791,394.000000
239,3,10.1.1.2,10.1.1.3,3984,88,98,2,1.069302,1.732706,0.663403,0.001061,1.957888,98.962791,27.000000
239,4,10.1.1.2,10.1.1.1,384,48,8,1,1.076392,1.076392,0.000000,0.000000,1.957888,98.962791,53.000000
239,5,10.1.1.3,10.1.1.2,30,30,1,1,1.094296,1.094296,0.000000,0.000000,1.957888,98.962791,24.000000
240,1,10.1.1.2,10.1.1.1,4797120,82056,4560,78,1.008402,1.827056,0.818654,0.801862,1.966080,192.013953,219.000000
240,2,10.1.1.3,10.1.1.1,4795016,15780,4558,15,1.237409,1.805007,0.567597,0.222411,1.966080,192.013953,480.000000
240,3,10.1.1.2,10.1.1.3,1488,48,37,1,1.048447,1.048447,0.000000,0.000000,1.966080,192.013953,19.000000
240,4,10.1.1.2,10.1.1.1,48,48,1,1,1.072238,1.072238,0.000000,0.000000,1.966080,192.013953,42.000000
240,5,10.1.1.3,10.1.1.2,30,30,1,1,1.070752,1.070752,0.000000,0.000000,1.966080,192.013953,22.000000
241,1,10.1.1.2,10.1.1.1,4817108,185152,4579,176,1.008461,2.539135,1.530674,0.967689,1.974272,98.776744,369.000000
241,2,10.1.1.3,10.1.1.1,4815004,39976,4577,38,1.702764,2.339359,0.636595,0.502373,1.974272,98.776744,688.000000
241,3,10.1.1.2,10.1.1.3,512,88,11,2,1.280660,1.916794,0.636135,0.001107,1.974272,98.776744,18.000000
241,4,10.1.1.2,10.1.1.1,432,48,9,1,1.505144,1.505144,0.000000,0.000000,1.974272,98.776744,250.000000
241,5,10.1.1.3,10.1.1.2,30,30,1,1,1.322066,1.322066,0.000000,0.000000,1.974272,98.776744,41.000000
241,6,10.1.1.1,10.1.1.2,96,96,2,2,2.326789,2.333877,0.007088,0.108352,1.974272,98.776744,357.000000
242,1,10.1.1.2,10.1.1.1,4838148,71536,4599,68,1.013350,1.796375,0.783025,0.730868,1.982464,191.711628,226.000000
242,2,10.1.1.3,10.1.1.1,4834992,12624,4596,12,1.354478,1.690034,0.335556,0.300969,1.982464,191.711628,397.000000
242,3,10.1.1.2,10.1.1.3,208,88,5,2,1.105774,1.790812,0.685038,0.001028,1.982464,191.711628,53.000000
242,4,10.1.1.2,10.1.1.1,48,48,1,1,1.035599,1.035599,0.000000,0.000000,1.982464,191.711628,19.000000
242,5,10.1.1.3,10.1.1.2,30,30,1,1,1.128821,1.128821,0.000000,0.000000,1.982464,191.711628,23.000000
242,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.982464,191.711628,0.000000
243,1,10.1.1.2,10.1.1.1,4858136,67328,4618,64,1.012470,1.768570,0.756099,0.712372,1.990656,192.065116,226.000000
243,2,10.1.1.3,10.1.1.1,4854980,14728,4615,14,1.170061,1.735716,0.565655,0.208297,1.990656,192.065116,388.000000
243,3,10.1.1.2,10.1.1.3,1928,48,48,1,1.034553,1.034553,0.000000,0.000000,1.990656,192.065116,20.000000
243,4,10.1.1.2,10.1.1.1,48,48,1,1,1.036120,1.036120,0.000000,0.000000,1.990656,192.065116,22.000000
243,5,10.1.1.3,10.1.1.2,30,30,1,1,1.064769,1.064769,0.000000,0.000000,1.990656,192.065116,30.000000
244,1,10.1.1.2,10.1.1.1,4877072,238804,4636,227,1.016310,2.445015,1.428705,1.337177,1.998848,95.623256,214.000000
244,2,10.1.1.3,10.1.1.1,4874968,0,4634,0,0.000000,0.000000,0.000000,0.000000,1.998848,95.623256,0.000000
244,3,10.1.1.2,10.1.1.3,3272,88,80,2,1.051863,2.455299,1.403436,0.000502,1.998848,95.623256,25.000000
244,4,10.1.1.2,10.1.1.1,432,48,9,1,1.071447,1.071447,0.000000,0.000000,1.998848,95.623256,41.000000
244,5,10.1.1.3,10.1.1.2,30,30,1,1,2.119938,2.119938,0.000000,0.000000,1.998848,95.623256,1068.000000
244,6,10.1.1.1,10.1.1.2,48,0,1,0,0.000000,0.000000,0.000000,0.000000,1.998848,95.623256,0.000000
