n_packets,FlowID,SourceAddress,DestinationAddress,TxBytes,RxBytes,TxPackets,RxPackets,start time, stop time, duration, Throughput_Mbps,OfferedLoad_Mbps,QueueLen_pkts,MeanDelay_ms
1,1,10.1.1.2,10.1.1.1,19988,19988,19,19,1.013242,19.005106,17.991864,0.008888,0.008192,0.083721,5.000000
1,2,10.1.1.3,10.1.1.1,19988,19988,19,19,1.289939,19.021820,17.731881,0.009018,0.008192,0.083721,25.000000
1,3,10.1.1.2,10.1.1.3,48,48,1,1,1.272136,1.272136,0.000000,0.000000,0.008192,0.083721,11.000000
1,4,10.1.1.2,10.1.1.1,48,48,1,1,1.262073,1.262073,0.000000,0.000000,0.008192,0.083721,1.000000
1,5,10.1.1.3,10.1.1.2,30,30,1,1,1.278855,1.278855,0.000000,0.000000,0.008192,0.083721,6.000000
2,1,10.1.1.2,10.1.1.1,39976,39976,38,38,1.010322,19.505105,18.494783,0.017292,0.016384,0.172093,5.000000
2,2,10.1.1.3,10.1.1.1,39976,39976,38,38,1.048447,19.520529,18.472082,0.017313,0.016384,0.172093,11.000000
2,3,10.1.1.2,10.1.1.3,48,48,1,1,1.022954,1.022954,0.000000,0.000000,0.016384,0.172093,5.000000
2,4,10.1.1.2,10.1.1.1,48,48,1,1,1.019071,1.019071,0.000000,0.000000,0.016384,0.172093,1.000000
2,5,10.1.1.3,10.1.1.2,30,30,1,1,1.036153,1.036153,0.000000,0.000000,0.016384,0.172093,13.000000
3,1,10.1.1.2,10.1.1.1,61016,61016,58,58,1.011381,20.005104,18.993723,0.025699,0.024576,0.088372,5.000000
3,2,10.1.1.3,10.1.1.1,59964,59964,57,57,1.046637,19.687202,18.640565,0.025735,0.024576,0.088372,11.000000
3,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028393,1.028393,0.000000,0.000000,0.024576,0.088372,8.000000
3,4,10.1.1.2,10.1.1.1,48,48,1,1,1.021070,1.021070,0.000000,0.000000,0.024576,0.088372,1.000000
3,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035732,1.035732,0.000000,0.000000,0.024576,0.088372,7.000000
4,1,10.1.1.2,10.1.1.1,79952,79952,76,76,1.008322,19.755102,18.746780,0.034119,0.032768,0.172093,5.000000
4,2,10.1.1.3,10.1.1.1,79952,79952,76,76,1.049817,19.770526,18.720708,0.034166,0.032768,0.172093,10.000000
4,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023354,1.023354,0.000000,0.000000,0.032768,0.172093,6.000000
4,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018071,1.018071,0.000000,0.000000,0.032768,0.172093,1.000000
4,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038673,1.038673,0.000000,0.000000,0.032768,0.172093,15.000000
5,1,10.1.1.2,10.1.1.1,99940,99940,95,95,1.011413,19.805096,18.793684,0.042542,0.040960,0.437209,5.000000
5,2,10.1.1.3,10.1.1.1,99940,99940,95,95,1.054308,19.820520,18.766212,0.042604,0.040960,0.437209,10.000000
5,3,10.1.1.2,10.1.1.3,48,48,1,1,1.030125,1.030125,0.000000,0.000000,0.040960,0.437209,11.000000
5,4,10.1.1.2,10.1.1.1,48,48,1,1,1.020061,1.020061,0.000000,0.000000,0.040960,0.437209,1.000000
5,5,10.1.1.3,10.1.1.2,30,30,1,1,1.043383,1.043383,0.000000,0.000000,0.040960,0.437209,13.000000
6,1,10.1.1.2,10.1.1.1,119928,119928,114,114,1.012344,19.838432,18.826088,0.050962,0.049152,0.000000,5.000000
6,2,10.1.1.3,10.1.1.1,119928,119928,114,114,1.045359,19.853856,18.808497,0.051010,0.049152,0.000000,10.000000
6,3,10.1.1.2,10.1.1.3,48,48,1,1,1.025836,1.025836,0.000000,0.000000,0.049152,0.000000,12.000000
6,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015843,1.015843,0.000000,0.000000,0.049152,0.000000,2.000000
6,5,10.1.1.3,10.1.1.2,30,30,1,1,1.034235,1.034235,0.000000,0.000000,0.049152,0.000000,8.000000
7,1,10.1.1.2,10.1.1.1,139916,139916,133,133,1.010302,19.862238,18.851936,0.059375,0.057344,0.088372,5.000000
7,2,10.1.1.3,10.1.1.1,139916,139916,133,133,1.051287,19.877662,18.826374,0.059455,0.057344,0.088372,10.000000
7,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027334,1.027334,0.000000,0.000000,0.057344,0.088372,6.000000
7,4,10.1.1.2,10.1.1.1,48,48,1,1,1.022071,1.022071,0.000000,0.000000,0.057344,0.088372,1.000000
7,5,10.1.1.3,10.1.1.2,30,30,1,1,1.039413,1.039413,0.000000,0.000000,0.057344,0.088372,12.000000
8,1,10.1.1.2,10.1.1.1,159904,159904,152,152,1.007281,19.880105,18.872824,0.067782,0.065536,0.172093,5.000000
8,2,10.1.1.3,10.1.1.1,159904,159904,152,152,1.040981,19.895529,18.854549,0.067847,0.065536,0.172093,10.000000
8,3,10.1.1.2,10.1.1.3,48,48,1,1,1.021193,1.021193,0.000000,0.000000,0.065536,0.172093,7.000000
8,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015070,1.015070,0.000000,0.000000,0.065536,0.172093,1.000000
8,5,10.1.1.3,10.1.1.2,30,30,1,1,1.029836,1.029836,0.000000,0.000000,0.065536,0.172093,8.000000
9,1,10.1.1.2,10.1.1.1,180944,180944,172,172,1.012301,20.005095,18.992793,0.076216,0.073728,0.176744,5.000000
9,2,10.1.1.3,10.1.1.1,179892,179892,171,171,1.048217,19.909412,18.861195,0.076301,0.073728,0.176744,10.000000
9,3,10.1.1.2,10.1.1.3,48,48,1,1,1.021993,1.021993,0.000000,0.000000,0.073728,0.176744,8.000000
9,4,10.1.1.2,10.1.1.1,48,48,1,1,1.014950,1.014950,0.000000,0.000000,0.073728,0.176744,1.000000
9,5,10.1.1.3,10.1.1.2,30,30,1,1,1.037252,1.037252,0.000000,0.000000,0.073728,0.176744,15.000000
10,1,10.1.1.2,10.1.1.1,199880,199880,190,190,1.012462,19.905109,18.892647,0.084638,0.081920,0.000000,5.000000
10,2,10.1.1.3,10.1.1.1,199880,199880,190,190,1.042307,19.920533,18.878226,0.084703,0.081920,0.000000,10.000000
10,3,10.1.1.2,10.1.1.3,48,48,1,1,1.018874,1.018874,0.000000,0.000000,0.081920,0.000000,4.000000
10,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015131,1.015131,0.000000,0.000000,0.081920,0.000000,1.000000
10,5,10.1.1.3,10.1.1.2,30,30,1,1,1.030113,1.030113,0.000000,0.000000,0.081920,0.000000,11.000000
11,1,10.1.1.2,10.1.1.1,219868,219868,209,209,1.010402,19.914200,18.903798,0.093047,0.090112,0.088372,5.000000
11,2,10.1.1.3,10.1.1.1,219868,219868,209,209,1.045897,19.929624,18.883727,0.093146,0.090112,0.088372,10.000000
11,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028134,1.028134,0.000000,0.000000,0.090112,0.088372,8.000000
11,4,10.1.1.2,10.1.1.1,48,48,1,1,1.021071,1.021071,0.000000,0.000000,0.090112,0.088372,1.000000
11,5,10.1.1.3,10.1.1.2,30,30,1,1,1.034873,1.034873,0.000000,0.000000,0.090112,0.088372,6.000000
12,1,10.1.1.2,10.1.1.1,240908,240908,229,229,1.015213,20.005100,18.989887,0.101489,0.098304,0.353488,5.000000
12,2,10.1.1.3,10.1.1.1,239856,239856,228,228,1.053319,19.937197,18.883878,0.101613,0.098304,0.353488,10.000000
12,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028165,1.028165,0.000000,0.000000,0.098304,0.353488,11.000000
12,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017841,1.017841,0.000000,0.000000,0.098304,0.353488,1.000000
12,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042295,1.042295,0.000000,0.000000,0.098304,0.353488,14.000000
13,1,10.1.1.2,10.1.1.1,259844,259844,247,247,1.008221,19.928173,18.919952,0.109871,0.106496,0.088372,5.000000
13,2,10.1.1.3,10.1.1.1,259844,259844,247,247,1.053617,19.943597,18.889981,0.110045,0.106496,0.088372,10.000000
13,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028253,1.028253,0.000000,0.000000,0.106496,0.088372,11.000000
13,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018070,1.018070,0.000000,0.000000,0.106496,0.088372,1.000000
13,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042692,1.042692,0.000000,0.000000,0.106496,0.088372,14.000000
14,1,10.1.1.2,10.1.1.1,280884,280884,267,267,1.015233,20.005098,18.989866,0.118330,0.114688,0.353488,5.000000
14,2,10.1.1.3,10.1.1.1,279832,279832,266,266,1.042468,19.949096,18.906628,0.118406,0.114688,0.353488,10.000000
14,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023165,1.023165,0.000000,0.000000,0.114688,0.353488,6.000000
14,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017861,1.017861,0.000000,0.000000,0.114688,0.353488,1.000000
14,5,10.1.1.3,10.1.1.2,30,30,1,1,1.031443,1.031443,0.000000,0.000000,0.114688,0.353488,8.000000
15,1,10.1.1.2,10.1.1.1,299820,299820,285,285,1.010282,19.938440,18.928158,0.126719,0.122880,0.000000,5.000000
15,2,10.1.1.3,10.1.1.1,299820,299820,285,285,1.044533,19.953864,18.909332,0.126845,0.122880,0.000000,10.000000
15,3,10.1.1.2,10.1.1.3,96,96,2,2,1.024165,10.022187,8.998022,0.000085,0.122880,0.000000,5.000000
15,4,10.1.1.2,10.1.1.1,96,96,2,2,1.016062,10.023594,9.007532,0.000085,0.122880,0.000000,1.000000
15,5,10.1.1.3,10.1.1.2,60,60,2,2,1.032504,10.025188,8.992684,0.000053,0.122880,0.000000,5.000000
16,1,10.1.1.2,10.1.1.1,319808,319808,304,304,1.009321,19.942596,18.933275,0.135131,0.131072,0.176744,5.000000
16,2,10.1.1.3,10.1.1.1,319808,319808,304,304,1.046117,19.958020,18.911904,0.135283,0.131072,0.176744,10.000000
16,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028413,1.028413,0.000000,0.000000,0.131072,0.176744,7.000000
16,4,10.1.1.2,10.1.1.1,48,48,1,1,1.022070,1.022070,0.000000,0.000000,0.131072,0.176744,1.000000
16,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035152,1.035152,0.000000,0.000000,0.131072,0.176744,6.000000
17,1,10.1.1.2,10.1.1.1,340848,340848,324,324,1.012433,20.005112,18.992679,0.143570,0.139264,0.265116,5.000000
17,2,10.1.1.3,10.1.1.1,339796,339796,323,323,1.049728,19.961709,18.911981,0.143738,0.139264,0.265116,10.000000
17,3,10.1.1.2,10.1.1.3,48,48,1,1,1.030405,1.030405,0.000000,0.000000,0.139264,0.265116,9.000000
17,4,10.1.1.2,10.1.1.1,48,48,1,1,1.022061,1.022061,0.000000,0.000000,0.139264,0.265116,1.000000
17,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038643,1.038643,0.000000,0.000000,0.139264,0.265116,8.000000
18,1,10.1.1.2,10.1.1.1,359784,359784,342,342,1.014482,19.949553,18.935071,0.152007,0.147456,0.176744,5.000000
18,2,10.1.1.3,10.1.1.1,359784,359784,342,342,1.049367,19.964977,18.915610,0.152164,0.147456,0.176744,10.000000
18,3,10.1.1.2,10.1.1.3,48,48,1,1,1.026144,1.026144,0.000000,0.000000,0.147456,0.176744,10.000000
18,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017011,1.017011,0.000000,0.000000,0.147456,0.176744,1.000000
18,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038343,1.038343,0.000000,0.000000,0.147456,0.176744,12.000000
19,1,10.1.1.2,10.1.1.1,379772,379772,361,361,1.013333,19.952481,18.939148,0.160418,0.155648,0.265116,5.000000
19,2,10.1.1.3,10.1.1.1,379772,379772,361,361,1.053529,19.967885,18.914355,0.160628,0.155648,0.265116,10.000000
19,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028215,1.028215,0.000000,0.000000,0.155648,0.265116,8.000000
19,4,10.1.1.2,10.1.1.1,48,48,1,1,1.021071,1.021071,0.000000,0.000000,0.155648,0.265116,1.000000
19,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042405,1.042405,0.000000,0.000000,0.155648,0.265116,14.000000
20,1,10.1.1.2,10.1.1.1,399760,399760,380,380,1.008382,19.955095,18.946713,0.168793,0.163840,0.000000,5.000000
20,2,10.1.1.3,10.1.1.1,399760,399760,380,380,1.048329,19.970519,18.922191,0.169012,0.163840,0.000000,10.000000
20,3,10.1.1.2,10.1.1.3,96,96,2,2,1.023265,13.023330,12.000065,0.000064,0.163840,0.000000,6.000000
20,4,10.1.1.2,10.1.1.1,96,96,2,2,1.013242,13.026150,12.012908,0.000064,0.163840,0.000000,2.000000
20,5,10.1.1.3,10.1.1.2,60,60,2,2,1.037424,13.024724,11.987300,0.000040,0.163840,0.000000,7.000000
21,1,10.1.1.2,10.1.1.1,419748,419748,399,399,1.013342,19.957475,18.944133,0.177257,0.172032,0.265116,5.000000
21,2,10.1.1.3,10.1.1.1,419748,419748,399,399,1.049989,19.972899,18.922911,0.177456,0.172032,0.265116,10.000000
21,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023825,1.023825,0.000000,0.000000,0.172032,0.265116,8.000000
21,4,10.1.1.2,10.1.1.1,48,48,1,1,1.016942,1.016942,0.000000,0.000000,0.172032,0.265116,1.000000
21,5,10.1.1.3,10.1.1.2,30,30,1,1,1.039044,1.039044,0.000000,0.000000,0.172032,0.265116,15.000000
22,1,10.1.1.2,10.1.1.1,440788,440788,419,419,1.007241,20.005113,18.997872,0.185616,0.180224,0.353488,5.000000
22,2,10.1.1.3,10.1.1.1,439736,439736,418,418,1.046107,19.975071,18.928964,0.185847,0.180224,0.353488,10.000000
22,3,10.1.1.2,10.1.1.3,48,48,1,1,1.020843,1.020843,0.000000,0.000000,0.180224,0.353488,4.000000
22,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017080,1.017080,0.000000,0.000000,0.180224,0.353488,1.000000
22,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035202,1.035202,0.000000,0.000000,0.180224,0.353488,14.000000
23,1,10.1.1.2,10.1.1.1,459724,459724,437,437,1.014343,19.961628,18.947285,0.194107,0.188416,0.265116,5.000000
23,2,10.1.1.3,10.1.1.1,459724,459724,437,437,1.038098,19.977052,18.938954,0.194192,0.188416,0.265116,10.000000
23,3,10.1.1.2,10.1.1.3,48,48,1,1,1.020635,1.020635,0.000000,0.000000,0.188416,0.265116,4.000000
23,4,10.1.1.2,10.1.1.1,48,48,1,1,1.016891,1.016891,0.000000,0.000000,0.188416,0.265116,1.000000
23,5,10.1.1.3,10.1.1.2,30,30,1,1,1.027173,1.027173,0.000000,0.000000,0.188416,0.265116,6.000000
24,1,10.1.1.2,10.1.1.1,479712,479712,456,456,1.012401,19.963441,18.951040,0.202506,0.196608,0.176744,5.000000
24,2,10.1.1.3,10.1.1.1,479712,479712,456,456,1.046757,19.978865,18.932108,0.202708,0.196608,0.176744,10.000000
24,3,10.1.1.2,10.1.1.3,48,48,1,1,1.021353,1.021353,0.000000,0.000000,0.196608,0.176744,7.000000
24,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015050,1.015050,0.000000,0.000000,0.196608,0.176744,1.000000
24,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035632,1.035632,0.000000,0.000000,0.196608,0.176744,14.000000
25,1,10.1.1.2,10.1.1.1,499700,499700,475,475,1.009381,19.965111,18.955730,0.210891,0.204800,0.441860,5.000000
25,2,10.1.1.3,10.1.1.1,499700,499700,475,475,1.038417,19.980535,18.942118,0.211043,0.204800,0.441860,10.000000
25,3,10.1.1.2,10.1.1.3,48,48,1,1,1.019213,1.019213,0.000000,0.000000,0.204800,0.441860,7.000000
25,4,10.1.1.2,10.1.1.1,48,48,1,1,1.013070,1.013070,0.000000,0.000000,0.204800,0.441860,1.000000
25,5,10.1.1.3,10.1.1.2,30,30,1,1,1.027452,1.027452,0.000000,0.000000,0.204800,0.441860,8.000000
26,1,10.1.1.2,10.1.1.1,520740,520740,495,495,1.012422,20.005099,18.992677,0.219343,0.212992,0.353488,5.000000
26,2,10.1.1.3,10.1.1.1,519688,519688,494,494,1.058819,19.982056,18.923237,0.219704,0.212992,0.353488,10.000000
26,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027185,1.027185,0.000000,0.000000,0.212992,0.353488,10.000000
26,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018062,1.018062,0.000000,0.000000,0.212992,0.353488,1.000000
26,5,10.1.1.3,10.1.1.2,30,30,1,1,1.039444,1.039444,0.000000,0.000000,0.212992,0.353488,12.000000
27,1,10.1.1.2,10.1.1.1,540728,540728,514,514,1.012301,20.005098,18.992797,0.227761,0.221184,0.441860,5.000000
27,2,10.1.1.3,10.1.1.1,539676,539676,513,513,1.058759,19.983496,18.924736,0.228136,0.221184,0.441860,10.000000
27,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027133,1.027133,0.000000,0.000000,0.221184,0.441860,7.000000
27,4,10.1.1.2,10.1.1.1,48,48,1,1,1.021070,1.021070,0.000000,0.000000,0.221184,0.441860,1.000000
27,5,10.1.1.3,10.1.1.2,30,30,1,1,1.047675,1.047675,0.000000,0.000000,0.221184,0.441860,20.000000
28,1,10.1.1.2,10.1.1.1,559664,559664,532,532,1.013432,19.969400,18.955968,0.236195,0.229376,0.176744,5.000000
28,2,10.1.1.3,10.1.1.1,559664,559664,532,532,1.062119,19.984804,18.922684,0.236611,0.229376,0.176744,10.000000
28,3,10.1.1.2,10.1.1.3,48,48,1,1,1.025784,1.025784,0.000000,0.000000,0.229376,0.176744,4.000000
28,4,10.1.1.2,10.1.1.1,48,48,1,1,1.022061,1.022061,0.000000,0.000000,0.229376,0.176744,1.000000
28,5,10.1.1.3,10.1.1.2,30,30,1,1,1.036983,1.036983,0.000000,0.000000,0.229376,0.176744,11.000000
29,1,10.1.1.2,10.1.1.1,579652,579652,551,551,1.009382,19.970627,18.961245,0.244563,0.237568,0.441860,5.000000
29,2,10.1.1.3,10.1.1.1,579652,579652,551,551,1.054560,19.986051,18.931491,0.244947,0.237568,0.441860,10.000000
29,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027455,1.027455,0.000000,0.000000,0.237568,0.441860,12.000000
29,4,10.1.1.2,10.1.1.1,48,48,1,1,1.016071,1.016071,0.000000,0.000000,0.237568,0.441860,1.000000
29,5,10.1.1.3,10.1.1.2,30,30,1,1,1.037874,1.037874,0.000000,0.000000,0.237568,0.441860,10.000000
30,1,10.1.1.2,10.1.1.1,600692,600692,571,571,1.015353,20.005105,18.989753,0.253059,0.245760,0.883721,5.000000
30,2,10.1.1.3,10.1.1.1,599640,599640,570,570,1.055910,19.987183,18.931273,0.253397,0.245760,0.883721,10.000000
30,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023933,1.023933,0.000000,0.000000,0.245760,0.883721,7.000000
30,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017929,1.017929,0.000000,0.000000,0.245760,0.883721,1.000000
30,5,10.1.1.3,10.1.1.2,30,30,1,1,1.044885,1.044885,0.000000,0.000000,0.245760,0.883721,20.000000
31,1,10.1.1.2,10.1.1.1,619628,619628,589,589,1.008281,19.972839,18.964558,0.261384,0.253952,0.353488,5.000000
31,2,10.1.1.3,10.1.1.1,619628,619628,589,589,1.063430,19.988263,18.924833,0.261932,0.253952,0.353488,10.000000
31,3,10.1.1.2,10.1.1.3,48,48,1,1,1.026393,1.026393,0.000000,0.000000,0.253952,0.353488,10.000000
31,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017070,1.017070,0.000000,0.000000,0.253952,0.353488,1.000000
31,5,10.1.1.3,10.1.1.2,30,30,1,1,1.043935,1.043935,0.000000,0.000000,0.253952,0.353488,17.000000
32,1,10.1.1.2,10.1.1.1,639616,639616,608,608,1.012222,19.973861,18.961639,0.269857,0.262144,0.353488,5.000000
32,2,10.1.1.3,10.1.1.1,639616,639616,608,608,1.056999,19.989285,18.932285,0.270275,0.262144,0.353488,10.000000
32,3,10.1.1.2,10.1.1.3,48,48,1,1,1.021934,1.021934,0.000000,0.000000,0.262144,0.353488,8.000000
32,4,10.1.1.2,10.1.1.1,48,48,1,1,1.014791,1.014791,0.000000,0.000000,0.262144,0.353488,1.000000
32,5,10.1.1.3,10.1.1.2,30,30,1,1,1.030973,1.030973,0.000000,0.000000,0.262144,0.353488,9.000000
33,1,10.1.1.2,10.1.1.1,660656,660656,628,628,1.009241,20.005104,18.995863,0.278232,0.270336,0.530233,5.000000
33,2,10.1.1.3,10.1.1.1,659604,659604,627,627,1.053349,19.990221,18.936872,0.278654,0.270336,0.530233,10.000000
33,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027183,1.027183,0.000000,0.000000,0.270336,0.530233,11.000000
33,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017070,1.017070,0.000000,0.000000,0.270336,0.530233,1.000000
33,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042205,1.042205,0.000000,0.000000,0.270336,0.530233,15.000000
34,1,10.1.1.2,10.1.1.1,679592,679592,646,646,1.015213,19.975683,18.960470,0.286741,0.278528,0.353488,5.000000
34,2,10.1.1.3,10.1.1.1,679592,679592,646,646,1.048489,19.991107,18.942617,0.287011,0.278528,0.353488,10.000000
34,3,10.1.1.2,10.1.1.3,48,48,1,1,1.024825,1.024825,0.000000,0.000000,0.278528,0.353488,8.000000
34,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017761,1.017761,0.000000,0.000000,0.278528,0.353488,1.000000
34,5,10.1.1.3,10.1.1.2,30,30,1,1,1.032043,1.032043,0.000000,0.000000,0.278528,0.353488,7.000000
35,1,10.1.1.2,10.1.1.1,699580,699580,665,665,1.008413,19.976524,18.968112,0.295055,0.286720,0.488372,5.000000
35,2,10.1.1.3,10.1.1.1,699580,699580,665,665,1.051711,19.991948,18.940238,0.295489,0.286720,0.488372,10.000000
35,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028185,1.028185,0.000000,0.000000,0.286720,0.488372,9.000000
35,4,10.1.1.2,10.1.1.1,48,48,1,1,1.020061,1.020061,0.000000,0.000000,0.286720,0.488372,1.000000
35,5,10.1.1.3,10.1.1.2,30,30,1,1,1.040606,1.040606,0.000000,0.000000,0.286720,0.488372,12.000000
36,1,10.1.1.2,10.1.1.1,719568,719568,684,684,1.007253,19.977331,18.970078,0.303454,0.294912,0.353488,5.000000
36,2,10.1.1.3,10.1.1.1,719568,719568,684,684,1.052301,19.992755,18.940454,0.303928,0.294912,0.353488,10.000000
36,3,10.1.1.2,10.1.1.3,48,48,1,1,1.022245,1.022245,0.000000,0.000000,0.294912,0.353488,8.000000
36,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015061,1.015061,0.000000,0.000000,0.294912,0.353488,1.000000
36,5,10.1.1.3,10.1.1.2,30,30,1,1,1.040246,1.040246,0.000000,0.000000,0.294912,0.353488,18.000000
37,1,10.1.1.2,10.1.1.1,740608,740608,704,704,1.007461,20.005101,18.997640,0.311874,0.303104,0.530233,5.000000
37,2,10.1.1.3,10.1.1.1,739556,739556,703,703,1.049819,19.993498,18.943679,0.312318,0.303104,0.530233,10.000000
37,3,10.1.1.2,10.1.1.3,48,48,1,1,1.022353,1.022353,0.000000,0.000000,0.303104,0.530233,9.000000
37,4,10.1.1.2,10.1.1.1,48,48,1,1,1.014070,1.014070,0.000000,0.000000,0.303104,0.530233,1.000000
37,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038875,1.038875,0.000000,0.000000,0.303104,0.530233,16.000000
38,1,10.1.1.2,10.1.1.1,760596,760596,723,723,1.010322,20.005110,18.994788,0.320339,0.311296,0.706977,5.000000
38,2,10.1.1.3,10.1.1.1,759544,759544,722,722,1.048080,19.994208,18.946128,0.320717,0.311296,0.706977,10.000000
38,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023334,1.023334,0.000000,0.000000,0.311296,0.706977,11.000000
38,4,10.1.1.2,10.1.1.1,48,48,1,1,1.013011,1.013011,0.000000,0.000000,0.311296,0.706977,1.000000
38,5,10.1.1.3,10.1.1.2,30,30,1,1,1.036935,1.036935,0.000000,0.000000,0.311296,0.706977,13.000000
39,1,10.1.1.2,10.1.1.1,779532,779532,741,741,1.009502,19.979458,18.969956,0.328744,0.319488,0.623256,5.000000
39,2,10.1.1.3,10.1.1.1,779532,779532,741,741,1.054900,19.994882,18.939982,0.329264,0.319488,0.623256,10.000000
39,3,10.1.1.2,10.1.1.3,48,48,1,1,1.034537,1.034537,0.000000,0.000000,0.319488,0.623256,17.000000
39,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018071,1.018071,0.000000,0.000000,0.319488,0.623256,1.000000
39,5,10.1.1.3,10.1.1.2,30,30,1,1,1.043755,1.043755,0.000000,0.000000,0.319488,0.623256,9.000000
40,1,10.1.1.2,10.1.1.1,799520,799520,760,760,1.015353,19.980110,18.964757,0.337266,0.327680,0.004651,5.000000
40,2,10.1.1.3,10.1.1.1,799520,799520,760,760,1.049311,19.995534,18.946223,0.337596,0.327680,0.004651,10.000000
40,3,10.1.1.2,10.1.1.3,48,48,1,1,1.025905,1.025905,0.000000,0.000000,0.327680,0.004651,4.000000
40,4,10.1.1.2,10.1.1.1,48,48,1,1,1.022061,1.022061,0.000000,0.000000,0.327680,0.004651,1.000000
40,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038186,1.038186,0.000000,0.000000,0.327680,0.004651,12.000000
41,1,10.1.1.2,10.1.1.1,819508,819508,779,779,1.007422,19.980719,18.973297,0.345542,0.335872,0.534884,5.000000
41,2,10.1.1.3,10.1.1.1,819508,819508,779,779,1.047060,19.996143,18.949083,0.345983,0.335872,0.534884,10.000000
41,3,10.1.1.2,10.1.1.3,48,48,1,1,1.022774,1.022774,0.000000,0.000000,0.335872,0.534884,4.000000
41,4,10.1.1.2,10.1.1.1,48,48,1,1,1.019071,1.019071,0.000000,0.000000,0.335872,0.534884,1.000000
41,5,10.1.1.3,10.1.1.2,30,30,1,1,1.036055,1.036055,0.000000,0.000000,0.335872,0.534884,13.000000
42,1,10.1.1.2,10.1.1.1,839496,839496,798,798,1.012322,19.981296,18.968974,0.354050,0.344064,0.534884,5.000000
42,2,10.1.1.3,10.1.1.1,839496,839496,798,798,1.065591,19.996720,18.931129,0.354758,0.344064,0.534884,10.000000
42,3,10.1.1.2,10.1.1.3,48,48,1,1,1.032727,1.032727,0.000000,0.000000,0.344064,0.534884,16.000000
42,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017071,1.017071,0.000000,0.000000,0.344064,0.534884,1.000000
42,5,10.1.1.3,10.1.1.2,30,30,1,1,1.045045,1.045045,0.000000,0.000000,0.344064,0.534884,12.000000
43,1,10.1.1.2,10.1.1.1,859484,859484,817,817,1.015241,19.981851,18.966610,0.362525,0.352256,0.530233,5.000000
43,2,10.1.1.3,10.1.1.1,859484,859484,817,817,1.046539,19.997275,18.950736,0.362829,0.352256,0.530233,10.000000
43,3,10.1.1.2,10.1.1.3,48,48,1,1,1.023413,1.023413,0.000000,0.000000,0.352256,0.530233,5.000000
43,4,10.1.1.2,10.1.1.1,48,48,1,1,1.019070,1.019070,0.000000,0.000000,0.352256,0.530233,1.000000
43,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035495,1.035495,0.000000,0.000000,0.352256,0.530233,12.000000
44,1,10.1.1.2,10.1.1.1,879472,879472,836,836,1.010321,19.982376,18.972055,0.370849,0.360448,0.530233,5.000000
44,2,10.1.1.3,10.1.1.1,879472,879472,836,836,1.045226,19.997800,18.952574,0.371231,0.360448,0.530233,10.000000
